,Player,Span,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,0,Unnamed: 13
0,PM Siddle (AUS),2009-2019,20,6,3,31,10*,10.33,30,103.33,0,0,1,
1,Sikander Bakht (PAK),1977-1989,27,11,7,31,16*,7.75,97,31.95,0,0,2,
2,RW Sims (ZIM),2002-2003,3,2,1,31,24,31.00,67,46.26,0,0,0,
3,HR Walsh (USA/WI),2019-2019,5,2,0,31,27,15.50,37,83.78,0,0,0,
4,RD Woolley (AUS),1983-1983,4,3,2,31,16,31.00,38,81.57,0,0,0,
5,M Yachad (SA),1991-1991,1,1,0,31,31,31.00,77,40.25,0,0,0,
6,BE Young (AUS),1998-1999,6,3,1,31,18,15.50,47,65.95,0,0,0,
7,GJ Batty (ENG),2002-2009,10,8,2,30,17,5.00,73,41.09,0,0,1,
8,SL Boock (NZ),1978-1987,14,7,4,30,12,10.00,31,96.77,0,0,1,
9,M Cheruparambil (HKG),2004-2004,2,2,0,30,30,15.00,52,57.69,0,0,1,
10,PT Collins (WI),1999-2005,30,12,5,30,10*,4.28,50,60.0,0,0,2,
11,BL D'Oliveira (ENG),1971-1972,4,4,1,30,17,10.00,43,69.76,0,0,0,
12,Ehsan Nawaz (HKG),2014-2018,12,10,4,30,11,5.00,87,34.48,0,0,3,
13,MVT Fernando (SL),2017-2019,8,8,6,30,7*,15.00,61,49.18,0,0,1,
14,EE Hemmings (ENG),1982-1991,33,12,6,30,8*,5.00,61,49.18,0,0,1,
15,AJ Ireland (ZIM),2005-2007,26,13,5,30,8*,3.75,101,29.7,0,0,3,
16,FJ Klaassen (NL),2018-2019,4,3,1,30,13,15.00,52,57.69,0,0,0,
17,IT Shillingford (WI),1978-1978,2,2,0,30,24,15.00,38,78.94,0,0,0,
18,PA van Meekeren (NL),2013-2019,5,3,3,30,15*,-,40,75.0,0,0,0,
19,JCB Vaughan (CAN),1979-1979,3,3,0,30,29,10.00,55,54.54,0,0,1,
20,JS Ababu (KENYA),1999-2006,9,5,2,29,17,9.66,63,46.03,0,0,0,
21,N Pradeep (SL),2012-2019,42,21,14,29,7,4.14,77,37.66,0,0,4,
22,TCB Fernando (SL),2001-2003,17,10,6,29,14*,7.25,59,49.15,0,0,1,
23,BW Hilfenhaus (AUS),2007-2012,25,11,8,29,16,9.66,69,42.02,0,0,0,
24,Imran Abbas (PAK),2000-2000,2,2,0,29,28,14.50,63,46.03,0,0,0,
25,DI Joyce (IRE),2006-2007,3,3,0,29,18,9.66,56,51.78,0,0,1,
26,ARM Opatha (SL),1975-1979,5,3,0,29,18,9.66,55,52.72,0,0,1,
27,KJ Wright (AUS),1979-1979,5,2,0,29,23,14.50,52,55.76,0,0,0,
28,Adeel Raja (NL),2002-2011,21,12,2,28,8*,2.80,139,20.14,0,0,4,
29,WW Davis (WI),1983-1988,35,5,3,28,10,14.00,53,52.83,0,0,0,
30,JD Hall (IRE),2010-2010,3,3,0,28,15,9.33,75,37.33,0,0,0,
31,Kamran Hussain (PAK),2008-2008,2,1,1,28,28*,-,21,133.33,0,0,0,
32,Mohammad Hasnain (PAK),2019-2019,5,2,0,28,28,14.00,18,155.55,0,0,1,
33,DS Mohanty (INDIA),1997-2001,45,11,6,28,18*,5.60,57,49.12,0,0,3,
34,Taslim Arif (PAK),1980-1980,2,2,0,28,24,14.00,58,48.27,0,0,0,
35,Ehsan Adil (PAK),2013-2015,6,4,1,27,15,9.00,42,64.28,0,0,0,
36,TJ Franklin (NZ),1983-1988,3,3,0,27,21,9.00,89,30.33,0,0,1,
37,TG Gordon (CAN),2011-2011,5,5,0,27,9,5.40,59,45.76,0,0,0,
38,TJ Heggelman (NL),2010-2011,5,5,0,27,22,5.40,85,31.76,0,0,0,
39,HAPW Jayawardene (SL),2003-2007,6,5,0,27,20,5.40,44,61.36,0,0,1,
40,TP Kamungozi (ZIM),2006-2015,14,11,6,27,12*,5.40,55,49.09,0,0,2,
41,BL Kotze (NAM),2003-2003,5,4,1,27,24*,9.00,51,52.94,0,0,2,
42,DS Kulkarni (INDIA),2014-2016,12,2,2,27,25*,-,28,96.42,0,0,0,
43,WM Lawry (AUS),1971-1971,1,1,0,27,27,27.00,49,55.1,0,0,0,
44,Mohsin Kamal (PAK),1984-1989,19,6,3,27,11*,9.00,40,67.5,0,0,0,
45,Mujahid Jamshed (PAK),1997-1997,4,3,1,27,23,13.50,54,50.0,0,0,0,
46,RJ Robinson (BMUDA),2007-2009,3,2,0,27,17,13.50,40,67.5,0,0,0,
47,Rumman Raees (PAK),2017-2018,9,4,1,27,16,9.00,24,112.5,0,0,1,
48,ED Solkar (INDIA),1974-1976,7,6,0,27,13,4.50,79,34.17,0,0,1,
49,BA Williams (AUS),2002-2004,25,6,4,27,13*,13.50,46,58.69,0,0,2,
0,Zakir Khan (PAK),1984-1990,17,5,4,27,11*,27.00,63,42.85,0,0,0,
1,Aizaz Cheema (PAK),2011-2012,14,6,3,26,9*,8.66,45,57.77,0,0,0,
2,BJ Diamanti (NZ),2009-2009,1,1,1,26,26*,-,22,118.18,0,0,0,
3,BG Hadlee (NZ),1975-1975,2,2,1,26,19,26.00,93,27.95,0,0,0,
4,RC Haynes (WI),1989-1991,8,6,1,26,18,5.20,66,39.39,0,0,2,
5,Khurram Nawaz (OMAN),2019-2019,3,2,1,26,17*,26.00,49,53.06,0,0,0,
6,A Kuruvilla (INDIA),1997-1997,25,11,4,26,7,3.71,43,60.46,0,0,1,
7,Mosharraf Hossain (BDESH),2008-2016,5,5,1,26,8,6.50,75,34.66,0,0,0,
8,MS Panesar (ENG),2007-2007,26,8,3,26,13,5.20,91,28.57,0,0,0,
9,Pervez Mir (PAK),1975-1977,3,3,1,26,18,13.00,44,59.09,0,0,0,
10,CEB Rice (SA),1991-1991,3,2,0,26,14,13.00,37,70.27,0,0,0,
11,TG Shaw (SA),1991-1994,9,6,4,26,17*,13.00,35,74.28,0,0,1,
12,SL Stewart (NZ),2010-2010,4,4,0,26,14,6.50,59,44.06,0,0,0,
13,Tareq Aziz (BDESH),2002-2004,10,8,7,26,11*,26.00,73,35.61,0,0,1,
14,BO van Rooi (NAM),2003-2003,3,3,2,26,17,26.00,38,68.42,0,0,0,
15,RJ van Vuuren (NAM),2003-2003,5,5,2,26,14,8.66,38,68.42,0,0,2,
16,Wasim Haider (PAK),1992-1992,3,2,0,26,13,13.00,70,37.14,0,0,0,
17,Zain Abbas (HKG),2008-2008,1,1,1,26,26*,-,54,48.14,0,0,0,
18,Sultan Zarawani (UAE),1994-1996,7,6,0,26,13,4.33,62,41.93,0,0,1,
19,RJ Blakey (ENG),1992-1993,3,2,0,25,25,12.50,50,50.0,0,0,1,
20,DK Butler (WI),2005-2006,5,4,3,25,13*,25.00,34,73.52,0,0,0,
21,JJ Dawood (CAN),2009-2010,2,1,1,25,25*,-,19,131.57,0,0,0,
22,MLC Foster (WI),1973-1973,2,1,0,25,25,25.00,62,40.32,0,0,0,
23,S Jeganathan (SL),1983-1988,5,4,1,25,20*,8.33,39,64.1,0,0,0,
24,KA Maharaj (SA),2017-2018,4,2,0,25,17,12.50,26,96.15,0,0,0,
25,GMC Mol (NL),2007-2008,6,4,2,25,14,12.50,54,46.29,0,0,0,
26,Nasir Ahmed (BDESH),1988-1990,7,4,2,25,11,12.50,62,40.32,0,0,0,
27,A Patel (CAN),2003-2003,2,1,0,25,25,25.00,29,86.2,0,0,0,
28,AK Sah (NEPAL),2018-2018,2,2,0,25,21,12.50,35,71.42,0,0,0,
29,Saleem Altaf (PAK),1973-1978,6,2,1,25,21,25.00,53,47.16,0,0,0,
30,Sayed Shirzad (AFG),2019-2019,2,1,0,25,25,25.00,17,147.05,0,0,0,
31,Shahid Nazir (PAK),1996-2000,17,8,7,25,8,25.00,43,58.13,0,0,0,
32,Sohail Khan (PAK),2008-2016,13,6,1,25,7,5.00,51,49.01,0,0,0,
33,SW Tait (AUS),2007-2011,35,7,5,25,11,12.50,29,86.2,0,0,1,
34,SK Atai (PNG),2019-2019,2,1,0,24,24,24.00,57,42.1,0,0,0,
35,MR Benson (ENG),1986-1986,1,1,0,24,24,24.00,58,41.37,0,0,0,
36,AN French (HKG),2004-2004,2,2,0,24,14,12.00,84,28.57,0,0,0,
37,ST Gabriel (WI),2016-2019,25,16,9,24,12*,3.42,63,38.09,0,0,4,
38,SF Graf (AUS),1980-1981,11,6,0,24,8,4.00,50,48.0,0,0,1,
39,JPR Lamsam (HKG),2004-2008,2,2,0,24,16,12.00,47,51.06,0,0,0,
40,SW Lubbers (NL),1996-1996,4,4,1,24,9,8.00,37,64.86,0,0,0,
41,DJ Malan (ENG),2019-2019,1,1,0,24,24,24.00,30,80.0,0,0,0,
42,MJ Mason (NZ),2003-2010,26,7,4,24,13*,8.00,45,53.33,0,0,1,
43,Naeem Ashraf (PAK),1995-1995,2,2,1,24,16,24.00,43,55.81,0,0,0,
44,SB O'Connor (NZ),1997-2000,38,13,6,24,8,3.42,91,26.37,0,0,3,
45,SP Pasqual (SL),1979-1979,2,2,1,24,23*,24.00,28,85.71,0,0,0,
46,N Pothas (SA),2000-2000,3,1,0,24,24,24.00,41,58.53,0,0,0,
47,Rafiqul Alam (BDESH),1986-1986,2,2,0,24,14,12.00,63,38.09,0,0,0,
48,Sheikh Salahuddin (BDESH),1997-1997,6,5,3,24,12,12.00,136,17.64,0,0,0,
49,ML Su'a (NZ),1992-1995,12,7,2,24,12*,4.80,56,42.85,0,0,0,
0,Amir Hamza (AFG),2012-2017,31,16,9,23,7,3.28,94,24.46,0,0,1,
1,JO Angara (KENYA),1997-2003,17,11,5,23,6,3.83,64,35.93,0,0,1,
2,HAG Anthony (WI),1995-1995,3,3,0,23,21,7.66,22,104.54,0,0,1,
3,Asim Butt (SCOT),1999-1999,5,4,0,23,11,5.75,28,82.14,0,0,0,
4,SV Bahutule (INDIA),1997-2003,8,4,1,23,11,7.66,29,79.31,0,0,0,
5,J Figy John (UAE),2019-2019,1,1,0,23,23,23.00,36,63.88,0,0,0,
6,SC Getkate (IRE),2019-2019,3,2,1,23,16*,23.00,23,100.0,0,0,0,
7,AE Greenidge (WI),1978-1978,1,1,0,23,23,23.00,33,69.69,0,0,0,
8,Hasti Gul (AFG),2009-2009,2,1,1,23,23*,-,11,209.09,0,0,0,
9,E Katchay (CAN),2008-2009,5,3,1,23,12,11.50,41,56.09,0,0,0,
10,J Louw (SA),2008-2008,3,1,0,23,23,23.00,7,328.57,0,0,0,
11,SJ Massiah (USA),2004-2004,2,2,0,23,23,11.50,44,52.27,0,0,1,
12,AJ Penn (NZ),1997-2001,5,3,1,23,15,11.50,33,69.69,0,0,0,
13,V Razdan (INDIA),1989-1990,3,3,1,23,18,11.50,27,85.18,0,0,0,
14,CP Tremain (AUS),2016-2016,4,3,2,23,23*,23.00,37,62.16,0,0,1,
15,Waheed Ahmed (UAE),2019-2019,2,2,0,23,17,11.50,51,45.09,0,0,0,
16,Afzaal Haider (HKG),2004-2008,4,4,1,22,22,7.33,52,42.3,0,0,2,
17,UNK Fernando (SL),1994-1994,2,2,2,22,20*,-,25,88.0,0,0,0,
18,DW Headley (ENG),1996-1999,13,6,4,22,10*,11.00,49,44.89,0,0,1,
19,Kamran Shazad (UAE),2014-2015,4,3,1,22,13,11.00,25,88.0,0,0,1,
20,Mohammad Salman (PAK),2011-2011,7,3,1,22,19*,11.00,39,56.41,0,0,1,
21,Shafiuddin Ahmed (BDESH),1997-2000,11,10,6,22,11,5.50,66,33.33,0,0,3,
22,BR Taylor (NZ),1973-1973,2,1,0,22,22,22.00,42,52.38,0,0,0,
23,CM Wells (ENG),1985-1985,2,2,0,22,17,11.00,44,50.0,0,0,0,
24,Ali Asad (UAE),2004-2004,2,2,1,21,12,21.00,47,44.68,0,0,0,
25,B Arun (INDIA),1986-1987,4,3,1,21,8,10.50,32,65.62,0,0,0,
26,AB Dinda (INDIA),2010-2013,13,5,0,21,16,4.20,36,58.33,0,0,2,
27,Karan KC (NEPAL),2018-2019,5,4,0,21,18,5.25,23,91.3,0,0,2,
28,S Keshvani (CAN),2009-2009,5,2,0,21,17,10.50,38,55.26,0,0,0,
29,MAWR Madurasinghe (SL),1988-1992,12,6,4,21,8*,10.50,62,33.87,0,0,0,
30,J Patraj (CAN),2007-2007,2,2,0,21,20,10.50,48,43.75,0,0,0,
31,K Pierre (WI),2019-2019,2,1,0,21,21,21.00,18,116.66,0,0,0,
32,DA Stirling (NZ),1984-1984,6,5,2,21,13*,7.00,39,53.84,0,0,0,
33,I Wardlaw (SCOT),2013-2015,22,14,8,21,7*,3.50,40,52.5,0,0,5,
34,RA Woolmer (ENG),1972-1976,6,4,0,21,9,5.25,46,45.65,0,0,1,
35,SP Davis (AUS),1986-1988,39,11,7,20,6,5.00,34,58.82,0,0,1,
36,O Henry (SA),1992-1992,3,3,1,20,11,10.00,26,76.92,0,0,0,
37,AP Igglesden (ENG),1994-1994,4,3,1,20,18,10.00,31,64.51,0,0,1,
38,MR Johnson (USA),2004-2004,2,2,0,20,20,10.00,19,105.26,0,0,1,
39,MMA Jonkman (NL),2007-2010,4,2,0,20,13,10.00,51,39.21,0,0,0,
40,BM Mauricette (CAN),1979-1979,3,3,0,20,15,6.66,68,29.41,0,0,1,
41,DT Mutendera (ZIM),1999-2001,9,4,2,20,10,10.00,43,46.51,0,0,0,
42,Najmul Hossain Shanto (BDESH),2018-2018,3,3,0,20,7,6.66,45,44.44,0,0,0,
43,IL Philip (SCOT),1999-1999,3,3,0,20,17,6.66,89,22.47,0,0,1,
44,ADJ Pitcher (BMUDA),2007-2007,3,3,0,20,12,6.66,28,71.42,0,0,1,
45,Rizwan-uz-Zaman (PAK),1981-1987,3,3,0,20,14,6.66,129,15.5,0,0,0,
46,AF Sattaur (CAN),2003-2003,3,3,0,20,13,6.66,60,33.33,0,0,1,
47,PH Sharma (INDIA),1976-1976,2,2,0,20,14,10.00,39,51.28,0,0,0,
48,S Shivnarine (WI),1978-1978,1,1,1,20,20*,-,43,46.51,0,0,0,
49,Umair Ali (UAE),2015-2015,2,2,0,20,10,10.00,30,66.66,0,0,0,
0,KIW Wijegunawardene (SL),1988-1992,26,12,5,20,8*,2.85,55,36.36,0,0,4,
1,CA Young (IRE),2014-2017,13,6,2,20,11*,5.00,32,62.5,0,0,2,
2,JP Behrendorff (AUS),2019-2019,11,5,3,19,11*,9.50,15,126.66,0,0,1,
3,JJ Bumrah (INDIA),2016-2019,58,13,8,19,10*,3.80,43,44.18,0,0,4,
4,JW Dernbach (ENG),2011-2013,24,8,1,19,5,2.71,39,48.71,0,0,1,
5,EL Gouka (NL),1996-1996,3,2,1,19,19,19.00,36,52.77,0,0,0,
6,RGA Headley (WI),1973-1973,1,1,0,19,19,19.00,41,46.34,0,0,0,
7,S Jora (NEPAL),2019-2019,1,1,0,19,19,19.00,20,95.0,0,0,0,
8,T Kumaran (INDIA),1999-2000,8,3,0,19,8,6.33,27,70.37,0,0,0,
9,MA Meman (ZIM),1987-1987,1,1,0,19,19,19.00,22,86.36,0,0,0,
10,V Permaul (WI),2012-2017,7,4,1,19,10,6.33,26,73.07,0,0,0,
11,HSM Pieris (SL),1975-1975,3,3,1,19,16,9.50,59,32.2,0,0,0,
12,Sami Faridi (CAN),2008-2008,3,2,0,19,16,9.50,31,61.29,0,0,0,
13,MJ Smith (SCOT),1999-1999,5,5,0,19,13,3.80,85,22.35,0,0,0,
14,Sunzamul Islam (BDESH),2017-2018,3,1,0,19,19,19.00,24,79.16,0,0,0,
15,C Viljoen (NAM),2019-2019,2,2,1,19,17*,19.00,23,82.6,0,0,0,
16,AG Wharf (ENG),2004-2005,13,5,3,19,9,9.50,28,67.85,0,0,1,
17,KOK Williams (WI),2017-2018,8,5,4,19,16*,19.00,27,70.37,0,0,0,
18,SG Borthwick (ENG),2011-2011,2,2,0,18,15,9.00,16,112.5,0,0,0,
19,DL Chahar (INDIA),2018-2019,3,2,1,18,12,18.00,22,81.81,0,0,0,
20,CEH Croft (WI),1977-1981,19,6,4,18,8,9.00,38,47.36,0,0,0,
21,HJ Howarth (NZ),1973-1975,9,5,2,18,11,6.00,26,69.23,0,0,1,
22,Jamaluddin Ahmed (BDESH),2003-2003,1,1,1,18,18*,-,28,64.28,0,0,0,
23,F Kasteni (ZIM),2007-2007,3,3,0,18,9,6.00,42,42.85,0,0,1,
24,AV Lalcheta (OMAN),2019-2019,2,2,0,18,12,9.00,47,38.29,0,0,0,
25,JJC Lawson (WI),2001-2005,13,5,2,18,8,6.00,16,112.5,0,0,0,
26,Munir Dar (HKG),2008-2008,2,2,0,18,14,9.00,16,112.5,0,0,0,
27,Saleem Pervez (PAK),1980-1980,1,1,0,18,18,18.00,39,46.15,0,0,0,
28,LR Shukla (INDIA),1999-1999,3,2,0,18,13,9.00,19,94.73,0,0,0,
29,Sultan Ahmed (UAE),2019-2019,2,2,0,18,11,9.00,42,42.85,0,0,0,
30,Syed Maqsood (UAE),2004-2004,2,2,0,18,13,9.00,43,41.86,0,0,0,
31,Tanvir Ahmed (PAK),2011-2011,2,1,0,18,18,18.00,12,150.0,0,0,0,
32,K Whatham (CAN),2011-2011,1,1,0,18,18,18.00,41,43.9,0,0,0,
33,RGCE Wijesuriya (SL),1982-1985,8,3,2,18,12*,18.00,48,37.5,0,0,1,
34,Zulqarnain (PAK),1985-1989,16,6,3,18,11*,6.00,30,60.0,0,0,2,
35,GI Allott (NZ),1997-2000,31,11,6,17,7*,3.40,56,30.35,0,0,2,
36,SM Curran (ENG),2018-2018,2,2,0,17,15,8.50,29,58.62,0,0,0,
37,IS Gallage (SL),1999-2001,3,2,1,17,14,17.00,27,62.96,0,0,0,
38,RD Gudhka (KENYA),2011-2011,2,2,1,17,10,17.00,14,121.42,0,0,0,
39,MJ Hoggard (ENG),2001-2006,26,6,2,17,7,4.25,30,56.66,0,0,1,
40,Ilyas Gull (HKG),2004-2004,2,2,0,17,16,8.50,59,28.81,0,0,0,
41,Intikhab Alam (PAK),1973-1976,4,2,0,17,10,8.50,45,37.77,0,0,0,
42,IT Iqbal (KENYA),1996-1996,3,2,0,17,16,8.50,52,32.69,0,0,0,
43,RSA Jayasekera (SL),1982-1982,2,1,0,17,17,17.00,42,40.47,0,0,0,
44,KCB Jeremy (WI),2000-2001,6,4,2,17,8*,8.50,42,40.47,0,0,1,
45,RJ Kennedy (NZ),1996-1996,7,4,3,17,8*,17.00,15,113.33,0,0,0,
46,CBRLS Kumara (SL),2017-2019,13,6,3,17,7*,5.66,45,37.77,0,0,0,
47,P Lever (ENG),1971-1975,10,3,2,17,8*,17.00,24,70.83,0,0,0,
48,PHKD Mendis (SL),2019-2019,2,2,1,17,9,17.00,38,44.73,0,0,0,
49,Raqibul Hasan (BDESH),1986-1986,2,2,0,17,12,8.50,65,26.15,0,0,0,
0,CEW Silverwood (ENG),1996-2001,7,4,0,17,12,4.25,34,50.0,0,0,1,
1,S Abrahams (SA),2000-2000,1,1,1,16,16*,-,26,61.53,0,0,0,
2,RW Anderson (NZ),1976-1978,2,2,1,16,12,16.00,46,34.78,0,0,0,
3,JH Desai (USA),2004-2004,1,1,0,16,16,16.00,38,42.1,0,0,0,
4,AM Guruge (UAE),2014-2015,7,4,4,16,10*,-,29,55.17,0,0,0,
5,N Ifill (CAN),2003-2006,4,3,0,16,9,5.33,45,35.55,0,0,1,
6,Jahangir Shah (BDESH),1986-1990,5,4,2,16,8*,8.00,62,25.8,0,0,1,
7,RL Johnson (ENG),2003-2003,10,4,1,16,10,5.33,20,80.0,0,0,1,
8,SB Lama (HKG),2004-2004,1,1,1,16,16*,-,48,33.33,0,0,0,
9,BP Loots (NL),2010-2011,7,5,2,16,9*,5.33,27,59.25,0,0,1,
10,RAL Massie (AUS),1972-1972,3,1,1,16,16*,-,24,66.66,0,0,0,
11,B Muzarabani (ZIM),2018-2018,18,15,7,16,7,2.00,89,17.97,0,0,5,
12,KJ O'Keeffe (AUS),1977-1977,2,2,1,16,16*,16.00,38,42.1,0,0,1,
13,FN Otieno (KENYA),2010-2010,4,4,0,16,8,4.00,68,23.52,0,0,1,
14,ADG Roberts (NZ),1976-1976,1,1,0,16,16,16.00,24,66.66,0,0,0,
15,V Shetty (UAE),2008-2014,2,2,0,16,9,8.00,29,55.17,0,0,0,
16,Shubman Gill (INDIA),2019-2019,2,2,0,16,9,8.00,32,50.0,0,0,0,
17,CB Sole (SCOT),2016-2018,11,5,0,16,7,3.20,36,44.44,0,0,0,
18,S Somasunder (INDIA),1996-1996,2,2,0,16,9,8.00,63,25.39,0,0,0,
19,J Theron (SA/USA),2010-2019,9,6,1,16,6,3.20,30,53.33,0,0,2,
20,BTJ Wheal (SCOT),2016-2019,13,7,3,16,14,4.00,31,51.61,0,0,3,
21,PJW Allott (ENG),1982-1985,13,6,1,15,8,3.00,25,60.0,0,0,2,
22,KN Amalean (SL),1986-1988,8,3,1,15,9,7.50,26,57.69,0,0,0,
23,RR Beaton (WI),2017-2017,2,2,1,15,12*,15.00,51,29.41,0,0,0,
24,HF Gurney (ENG),2014-2014,10,6,4,15,6*,7.50,33,45.45,0,0,0,
25,JR Hammond (AUS),1972-1972,1,1,1,15,15*,-,28,53.57,0,0,0,
26,RS Higgins (ZIM),2006-2006,11,8,2,15,7*,2.50,63,23.8,0,0,3,
27,DAW Hollis (BMUDA),2008-2008,1,1,1,15,15*,-,26,57.69,0,0,0,
28,Irfan Fazil (PAK),2000-2000,1,1,0,15,15,15.00,16,93.75,0,0,0,
29,GE Kidd (IRE),2007-2008,6,1,0,15,15,15.00,25,60.0,0,0,0,
30,BW Luckhurst (ENG),1975-1975,3,3,0,15,14,5.00,69,21.73,0,0,1,
31,Mansoor Rana (PAK),1990-1990,2,2,0,15,10,7.50,24,62.5,0,0,0,
32,Mohammad Zahid (PAK),1996-2002,11,4,2,15,7*,7.50,22,68.18,0,0,0,
33,J Mulder (IRE),2017-2017,4,2,2,15,15*,-,11,136.36,0,0,0,
34,EMDY Munaweera (SL),2017-2017,2,2,0,15,11,7.50,29,51.72,0,0,0,
35,Nurul Abedin (BDESH),1986-1990,4,4,0,15,13,3.75,55,27.27,0,0,2,
36,HD Rutherford (NZ),2013-2013,4,4,0,15,11,3.75,56,26.78,0,0,0,
37,Sajjad Ahmed (BDESH),1995-1995,2,2,0,15,11,7.50,46,32.6,0,0,0,
38,DM Smith (ENG),1986-1990,2,2,1,15,10*,15.00,40,37.5,0,0,0,
39,LW Stokkers (NL),2008-2008,1,1,1,15,15*,-,40,37.5,0,0,0,
40,Tariq Javed (CAN),1979-1979,3,3,0,15,8,5.00,77,19.48,0,0,0,
41,PCR Tufnell (ENG),1990-1997,20,10,9,15,5*,15.00,31,48.38,0,0,0,
42,PS Vaidya (INDIA),1995-1996,4,2,0,15,12,7.50,12,125.0,0,0,0,
43,A van der Merwe (IRE),2010-2011,9,6,2,15,8,3.75,25,60.0,0,0,2,
44,AP Wells (ENG),1995-1995,1,1,0,15,15,15.00,10,150.0,0,0,0,
45,Zafar Gohar (PAK),2015-2015,1,1,0,15,15,15.00,15,100.0,0,0,0,
46,Ahsan Malik (NL),2011-2014,12,5,5,14,10*,-,27,51.85,0,0,0,
47,Asghar Ali (UAE),2004-2004,2,2,0,14,14,7.00,53,26.41,0,0,1,
48,Asif Mahmood (PAK),1998-1998,2,2,0,14,14,7.00,34,41.17,0,0,1,
49,IPP Batuwitarachchi (UAE),2008-2008,2,2,0,14,14,7.00,48,29.16,0,0,1,
0,AR Butcher (ENG),1980-1980,1,1,0,14,14,14.00,26,53.84,0,0,0,
1,G Chapple (ENG),2006-2006,1,1,0,14,14,14.00,7,200.0,0,0,0,
2,LA Dawson (ENG),2016-2018,3,2,0,14,10,7.00,17,82.35,0,0,0,
3,HS Dhillon (CAN),2006-2006,2,2,0,14,13,7.00,35,40.0,0,0,0,
4,EA Essop-Adam (ZIM),1992-1992,1,1,1,14,14*,-,15,93.33,0,0,0,
5,SKW Kelly (BMUDA),2006-2009,10,6,6,14,7*,-,31,45.16,0,0,0,
6,LD Madushanka (SL),2017-2017,4,4,1,14,7,4.66,26,53.84,0,0,1,
7,AA Mallett (AUS),1971-1975,9,3,1,14,8,7.00,36,38.88,0,0,1,
8,Mohammad Akram (PAK),1995-2000,23,9,7,14,7*,7.00,34,41.17,0,0,1,
9,Nadeem Ghauri (PAK),1990-1990,6,3,2,14,7*,14.00,25,56.0,0,0,0,
10,R Ngarava (ZIM),2017-2018,9,6,1,14,10,2.80,30,46.66,0,0,2,
11,IA Nicolson (ZIM),2010-2010,2,2,0,14,14,7.00,22,63.63,0,0,1,
12,D Soraine (CAN),2006-2012,4,4,0,14,6,3.50,20,70.0,0,0,1,
13,GE Vivian (NZ),1973-1973,1,1,0,14,14,14.00,30,46.66,0,0,0,
14,LJ Woodcock (NZ),2011-2011,4,2,1,14,11,14.00,22,63.63,0,0,0,
15,Zahid Razzak (BDESH),1988-1990,3,3,0,14,6,4.66,44,31.81,0,0,0,
16,Aamer Nazir (PAK),1993-1995,9,3,2,13,9*,13.00,20,65.0,0,0,0,
17,Aamir Kaleem (OMAN),2019-2019,2,1,0,13,13,13.00,16,81.25,0,0,0,
18,JC Archer (ENG),2019-2019,14,7,3,13,7*,3.25,22,59.09,0,0,1,
19,Asad Ali (PAK),2013-2013,4,2,0,13,11,6.50,16,81.25,0,0,0,
20,LS Baker (WI),2008-2009,10,4,2,13,11*,6.50,23,56.52,0,0,1,
21,MD Bates (NZ),2012-2012,2,1,0,13,13,13.00,10,130.0,0,0,0,
22,GA Bishop (AUS),1987-1987,2,2,0,13,7,6.50,44,29.54,0,0,0,
23,GK Bose (INDIA),1974-1974,1,1,0,13,13,13.00,18,72.22,0,0,0,
24,NG Cowans (ENG),1983-1985,23,8,3,13,4*,2.60,29,44.82,0,0,3,
25,HT Davis (NZ),1994-1997,11,6,4,13,7*,6.50,33,39.39,0,0,1,
26,RR Emrit (WI),2007-2007,2,2,1,13,13,13.00,35,37.14,0,0,0,
27,Gurkeerat Singh (INDIA),2016-2016,3,3,1,13,8,6.50,13,100.0,0,0,0,
28,RL Hayes (NZ),1995-1995,1,1,0,13,13,13.00,25,52.0,0,0,0,
29,RO Hurley (WI),2003-2004,9,4,0,13,6,3.25,32,40.62,0,0,1,
30,D Joseph (CAN),2003-2003,4,3,3,13,9*,-,24,54.16,0,0,0,
31,JJ Krejza (AUS),2011-2011,8,2,1,13,7,13.00,23,56.52,0,0,0,
32,AMN Munasinghe (SL),1994-1996,5,4,1,13,8,4.33,52,25.0,0,0,1,
33,B Regmi (NEPAL),2018-2019,4,4,0,13,12,3.25,47,27.65,0,0,2,
34,S Seeraj (CAN),2006-2006,1,1,1,13,13*,-,12,108.33,0,0,0,
35,O Thomas (WI),2018-2019,19,10,5,13,6*,2.60,53,24.52,0,0,3,
36,Usman Salahuddin (PAK),2011-2011,2,2,0,13,8,6.50,28,46.42,0,0,0,
37,HN Ya France (NAM),2019-2019,4,2,1,13,11*,13.00,5,260.0,0,0,0,
38,Zaheer Maqsood (UAE),2015-2015,2,2,2,13,8*,-,46,28.26,0,0,0,
39,Asim Saeed (UAE),2004-2004,2,2,0,12,12,6.00,19,63.15,0,0,1,
40,DM Basden (BMUDA),2007-2007,2,2,0,12,7,6.00,39,30.76,0,0,0,
41,GK Bruk-Jackson (ZIM),1993-1993,1,1,0,12,12,12.00,33,36.36,0,0,0,
42,Danish Kaneria (PAK),2001-2007,18,10,8,12,6*,6.00,22,54.54,0,0,2,
43,IC Davis (AUS),1974-1977,3,3,1,12,11*,6.00,35,34.28,0,0,1,
44,RP de Groen (NZ),1993-1994,12,8,3,12,7*,2.40,36,33.33,0,0,4,
45,AM de Silva (SL),1986-1993,4,2,0,12,8,6.00,24,50.0,0,0,0,
