Id,MSSubClass,MSZoning,LotArea,LotConfig,BldgType,OverallCond,YearBuilt,YearRemodAdd,Exterior1st,BsmtFinSF2,TotalBsmtSF,SalePrice
2033,160,FV,2160,Inside,Twnhs,5,1999,2000,VinylSd,0,672,
2034,60,FV,10646,Corner,1Fam,5,2001,2001,VinylSd,0,858,
2035,160,FV,2645,Inside,Twnhs,5,1999,1999,MetalSd,0,960,
2036,160,FV,2645,Inside,Twnhs,5,1999,2000,MetalSd,0,960,
2037,160,FV,3951,Inside,TwnhsE,5,1998,1999,BrkFace,842,970,
2038,120,RL,11064,CulDSac,TwnhsE,5,1995,1995,BrkFace,670,1230,
2039,60,RL,24572,CulDSac,1Fam,3,1977,1977,Wd Sdng,0,994,
2040,20,RL,16280,Inside,1Fam,9,1976,2007,VinylSd,382,1426,
2041,60,FV,7500,Inside,1Fam,5,2002,2002,VinylSd,0,952,
2042,80,RL,11104,Inside,1Fam,6,1969,1969,MetalSd,0,1427,
2043,20,RL,11050,Inside,1Fam,5,1968,1968,HdBoard,0,1740,
2044,20,RL,15387,CulDSac,1Fam,7,1967,1967,Plywood,294,1620,
2045,90,RL,9750,Inside,Duplex,6,1965,1965,MetalSd,0,1625,
2046,60,RL,8814,Inside,1Fam,6,1968,1968,MetalSd,0,732,
2047,20,RL,8125,Inside,1Fam,7,1965,2005,HdBoard,456,912,
2048,90,RL,11072,Inside,Duplex,5,1965,1965,HdBoard,0,1728,
2049,60,RL,13355,Inside,1Fam,6,1971,1971,HdBoard,0,825,
2050,20,RL,7785,Inside,1Fam,5,1956,1956,HdBoard,0,0,
2051,20,RL,9900,Corner,1Fam,5,1961,1961,Plywood,0,1114,
2052,20,RL,11332,Corner,1Fam,7,1960,2000,Wd Sdng,0,1118,
2053,70,RL,4882,Inside,1Fam,7,1937,1950,MetalSd,0,348,
2054,20,RL,9600,Inside,1Fam,6,1960,1960,MetalSd,0,1296,
2055,20,RL,9600,Inside,1Fam,8,1950,2006,HdBoard,308,572,
2056,20,RL,7584,Inside,1Fam,5,1953,1953,Wd Sdng,0,1036,
2057,60,RL,14670,Inside,1Fam,7,1966,1999,VinylSd,0,1104,
2058,20,RL,8856,Inside,1Fam,4,1957,1957,Wd Sdng,52,1176,
2059,20,RL,9840,Inside,1Fam,7,1959,1998,HdBoard,0,1248,
2060,20,RL,13200,Inside,1Fam,6,1958,1958,Wd Sdng,0,1395,
2061,20,RL,10425,Inside,1Fam,5,1956,1958,MetalSd,0,1104,
2062,20,RL,11556,Inside,1Fam,6,1952,1952,MetalSd,0,720,
2063,20,RL,9373,Corner,1Fam,6,1953,1953,MetalSd,196,1152,
2064,20,RL,12774,Inside,1Fam,5,1953,1953,MetalSd,128,984,
2065,20,RL,14250,Inside,1Fam,5,1957,1957,Plywood,0,998,
2066,20,RL,8838,Inside,1Fam,3,1957,1982,MetalSd,0,0,
2067,90,RL,12436,Inside,Duplex,5,1957,1957,Wd Sdng,0,1824,
2068,20,RL,10122,Inside,1Fam,6,1948,1950,MetalSd,0,0,
2069,50,RL,7506,Corner,1Fam,8,1925,1950,VinylSd,0,747,
2070,30,RL,5400,Corner,1Fam,7,1940,2005,VinylSd,0,672,
2071,50,RL,10836,Inside,1Fam,5,1922,1950,Wd Sdng,0,892,
2072,20,RL,10180,Corner,1Fam,6,1968,1968,HdBoard,0,912,
2073,20,RL,11355,Corner,1Fam,7,1958,2001,HdBoard,0,1312,
2074,20,RL,12929,Inside,1Fam,6,1960,1993,Wd Sdng,0,1081,
2075,20,RL,7200,Inside,1Fam,7,1951,1951,MetalSd,0,876,
2076,20,RL,8000,Inside,1Fam,6,1959,1959,BrkFace,488,1256,
2077,20,RL,8000,Inside,1Fam,5,1962,1962,BrkFace,319,1027,
2078,50,RL,8064,Inside,1Fam,6,1948,1950,Wd Sdng,0,768,
2079,45,RL,6390,Corner,1Fam,7,1954,1954,MetalSd,0,936,
2080,50,RL,7200,Inside,1Fam,5,1954,1954,MetalSd,0,854,
2081,90,RL,8513,Corner,Duplex,5,1961,1961,BrkFace,0,1800,
2082,50,RL,7200,Inside,1Fam,6,1955,1967,MetalSd,0,768,
2083,20,RL,7200,Inside,1Fam,7,1954,1954,MetalSd,0,825,
2084,20,RL,7590,Inside,1Fam,5,1963,1963,Wd Sdng,0,1117,
2085,20,RM,9836,Inside,1Fam,5,2008,2008,VinylSd,0,192,
2086,50,RM,9184,Inside,1Fam,7,1948,2005,WdShing,0,780,
2087,70,RM,4800,Inside,1Fam,5,1910,2003,AsbShng,0,680,
2088,30,RM,4800,Corner,1Fam,4,1940,1950,MetalSd,0,672,
2089,75,RM,6000,Inside,1Fam,7,1915,2005,Wd Sdng,0,728,
2090,190,RM,11426,Inside,2fmCon,6,1910,1996,Wd Sdng,0,828,
2091,50,RM,7628,Inside,1Fam,6,1940,1985,MetalSd,0,801,
2092,50,RM,7308,Corner,1Fam,5,1920,1950,WdShing,0,936,
2093,30,RM,5400,Inside,1Fam,6,1920,2006,Stucco,0,931,
2094,190,RM,10800,Inside,2fmCon,6,1940,1950,Wd Sdng,0,884,
2095,30,RM,6756,Inside,1Fam,6,1910,1950,MetalSd,0,481,
2096,50,RM,5914,Inside,1Fam,9,1890,1996,Wd Sdng,0,684,
2097,50,RM,9000,Corner,1Fam,6,1946,1950,MetalSd,0,904,
2098,20,RM,7311,Corner,1Fam,5,1946,1950,VinylSd,0,407,
2099,20,RM,12205,Inside,1Fam,1,1949,1992,MetalSd,0,448,
2100,190,RM,9142,Inside,2fmCon,5,1900,2006,MetalSd,0,797,
2101,75,RM,5350,Corner,1Fam,8,1920,1965,Wd Sdng,0,624,
2102,50,RM,9143,Corner,1Fam,7,1900,2003,VinylSd,0,346,
2103,190,RM,9600,Inside,2fmCon,5,1920,1960,AsbShng,0,973,
2104,70,RM,6000,Corner,1Fam,9,1905,2005,MetalSd,0,572,
2105,70,RM,11340,Inside,1Fam,1,1920,1950,AsbShng,0,723,
2106,70,RM,10800,Inside,1Fam,7,1890,1999,Wd Sdng,0,1313,
2107,20,RM,9750,Inside,1Fam,6,1959,1959,MetalSd,0,984,
2108,20,RM,8516,Inside,1Fam,6,1958,2006,MetalSd,0,869,
2109,30,RL,7111,Inside,1Fam,7,1928,1983,WdShing,273,1008,
2110,50,RM,7425,Corner,1Fam,7,1945,1950,Wd Sdng,0,672,
2111,50,RL,7010,Inside,1Fam,5,1935,1950,Wd Sdng,0,1024,
2112,50,RM,5000,Inside,1Fam,7,1941,2006,Wd Sdng,0,672,
2113,70,RM,5870,Corner,1Fam,9,1900,2000,HdBoard,0,554,
2114,50,RM,6000,Inside,1Fam,7,1940,1989,Wd Sdng,0,981,
2115,30,RM,6000,Inside,1Fam,7,1924,2003,Wd Sdng,0,949,
2116,50,RM,6000,Inside,1Fam,7,1937,2000,Wd Sdng,162,825,
2117,50,RM,6000,Inside,1Fam,5,1939,1950,Wd Sdng,0,739,
2118,45,RM,5000,Inside,1Fam,7,1926,1950,MetalSd,0,992,
2119,50,RM,5520,FR2,1Fam,7,1920,1997,AsbShng,0,565,
2120,20,RM,5940,FR3,1Fam,7,1946,1950,MetalSd,,,
2121,50,RM,6240,Inside,1Fam,7,1929,1950,MetalSd,0,704,
2122,30,RM,6120,Inside,1Fam,6,1945,1995,Plywood,0,0,
2123,50,RM,6240,Inside,1Fam,5,1939,1950,Wd Sdng,240,989,
2124,70,RM,6120,Inside,1Fam,5,1923,1950,Wd Sdng,0,1100,
2125,50,RL,9144,Inside,1Fam,4,1915,2004,VinylSd,0,810,
2126,60,RM,8094,Inside,2fmCon,8,1910,1983,Wd Sdng,0,1242,
2127,50,RM,4347,Inside,1Fam,8,1910,1950,MetalSd,0,796,
2128,30,RM,6291,Inside,1Fam,6,1930,1950,Stucco,0,768,
2129,70,RM,10266,Inside,1Fam,6,1952,1952,MetalSd,0,768,
2130,50,RM,6876,Inside,1Fam,6,1938,1958,Wd Sdng,0,1272,
2131,50,RM,10320,Inside,1Fam,6,1915,1978,HdBoard,0,880,
2132,30,RM,7200,Corner,1Fam,7,1925,1992,VinylSd,0,1040,
2133,50,RM,7006,Inside,1Fam,6,1925,1950,Stucco,0,768,
2134,30,RM,10320,Inside,1Fam,8,1912,1991,Wd Sdng,0,451,
2135,190,RM,10320,Inside,2fmCon,3,1915,1950,AsphShn,0,536,
2136,20,RL,9488,Inside,1Fam,6,1947,1993,VinylSd,0,1046,
2137,85,RL,11235,Corner,1Fam,6,1963,1963,HdBoard,0,981,
2138,80,RL,13014,Inside,1Fam,5,1978,1978,HdBoard,0,1008,
2139,20,RL,10265,Inside,1Fam,7,1967,2005,HdBoard,0,992,
2140,85,RL,7703,CulDSac,1Fam,8,1978,1978,HdBoard,0,450,
2141,20,RL,9981,Corner,1Fam,5,1967,1967,MetalSd,0,1073,
2142,85,RL,7400,CulDSac,1Fam,5,1984,1984,VinylSd,956,1060,
2143,190,RL,12900,Inside,2fmCon,4,1920,1950,BrkFace,0,1300,
2144,20,RL,9239,Inside,1Fam,8,1963,2003,VinylSd,0,960,
2145,20,RL,14175,Inside,1Fam,8,1956,1956,HdBoard,0,988,
2146,190,RL,10532,Corner,1Fam,3,1960,1960,Plywood,0,988,
2147,50,RL,8375,Corner,1Fam,7,1941,1973,Wd Sdng,0,576,
2148,80,RL,10200,Inside,1Fam,8,1970,1970,HdBoard,0,864,
2149,20,RL,20270,CulDSac,1Fam,6,1979,1979,Plywood,0,1524,
2150,50,RL,5190,Inside,1Fam,5,1948,1950,BrkFace,0,570,
2151,30,RL,19550,Inside,1Fam,7,1940,2007,,0,1580,
2152,20,RL,9571,Inside,1Fam,6,1956,1956,Wd Sdng,0,1509,
2153,90,RL,9350,Inside,Duplex,5,1975,1975,HdBoard,0,864,
2154,60,RL,9360,Corner,1Fam,8,1962,2001,VinylSd,0,621,
2155,60,RL,9771,Corner,1Fam,5,1995,2002,HdBoard,0,1077,
2156,20,RL,9938,Inside,1Fam,5,1994,1994,HdBoard,0,1602,
2157,60,RL,14171,CulDSac,1Fam,5,1993,1994,VinylSd,0,812,
2158,80,RL,10541,Corner,1Fam,5,1996,1996,VinylSd,0,672,
2159,60,RL,10616,Inside,1Fam,5,2007,2007,VinylSd,0,628,
2160,20,RL,9345,Inside,1Fam,5,2007,2007,VinylSd,0,1615,
2161,20,RL,11778,Inside,1Fam,5,2008,2008,VinylSd,0,2271,
2162,20,RL,11778,Inside,1Fam,5,2008,2008,VinylSd,0,1751,
2163,80,RL,11454,Corner,1Fam,5,1995,1995,VinylSd,0,1401,
2164,20,RL,11500,CulDSac,1Fam,6,1966,1966,Plywood,723,1182,
2165,20,RL,9750,Inside,1Fam,7,1994,1994,VinylSd,0,990,
2166,20,RL,8696,Inside,1Fam,5,1997,1998,VinylSd,0,1418,
2167,60,RL,13142,Corner,1Fam,5,1997,1997,VinylSd,0,864,
2168,60,RL,8998,Inside,1Fam,5,2000,2000,VinylSd,0,782,
2169,60,RL,12192,Inside,1Fam,5,2000,2001,VinylSd,0,928,
2170,20,RL,12250,Inside,1Fam,6,1978,1978,HdBoard,0,864,
2171,20,RL,9216,Inside,1Fam,6,1975,1975,HdBoard,0,1076,
2172,20,RL,14330,CulDSac,1Fam,6,1975,2001,Plywood,596,864,
2173,60,RL,10400,Inside,1Fam,5,2001,2001,VinylSd,0,1257,
2174,60,RL,9720,CulDSac,1Fam,5,2001,2002,VinylSd,0,1357,
2175,20,RL,14860,CulDSac,1Fam,5,2002,2003,VinylSd,0,1778,
2176,60,RL,10905,CulDSac,1Fam,5,2003,2003,VinylSd,0,1129,
2177,60,RL,11690,Inside,1Fam,5,1999,2000,VinylSd,0,850,
2178,120,RM,4426,Inside,TwnhsE,5,2004,2004,VinylSd,0,848,
2179,90,RM,10126,Corner,Duplex,5,1997,1998,VinylSd,162,1838,
2180,20,RL,9750,Inside,1Fam,5,2004,2004,VinylSd,0,1445,
2181,20,RL,11058,Corner,1Fam,6,2007,2007,VinylSd,0,1564,
2182,20,RL,9627,Inside,1Fam,5,2007,2007,VinylSd,0,1351,
2183,20,RL,9825,Inside,1Fam,5,1966,1966,HdBoard,0,1092,
2184,85,RL,12102,Inside,1Fam,5,1976,1976,HdBoard,0,456,
2185,20,RL,6500,Inside,1Fam,6,1976,1976,HdBoard,0,1127,
2186,80,RL,9638,CulDSac,1Fam,6,1977,1977,Plywood,120,1029,
2187,60,RL,7200,Inside,1Fam,7,1976,2001,Plywood,0,684,
2188,20,RL,47007,Inside,1Fam,7,1959,1996,Plywood,0,0,
2189,90,RL,6012,Corner,Duplex,5,1955,1955,AsbShng,0,0,
2190,90,RL,6845,Inside,Duplex,5,1955,1955,WdShing,0,0,
2191,190,RL,6931,Inside,2fmCon,5,1955,1955,Wd Sdng,0,784,
2192,50,RL,12180,Inside,1Fam,7,1938,2007,Wd Sdng,0,585,
2193,50,RL,8050,Inside,1Fam,8,1947,1993,MetalSd,0,0,
2194,20,RL,9520,Inside,1Fam,5,1953,1953,MetalSd,0,911,
2195,80,RL,7692,Inside,1Fam,6,1954,1954,Wd Sdng,0,416,
2196,30,RL,5142,Inside,1Fam,7,1923,2008,Wd Sdng,0,949,
2197,30,RL,7290,Corner,1Fam,8,1921,1950,WdShing,0,1228,
2198,90,RL,7804,Inside,Duplex,7,1930,1950,Stucco,679,960,
2199,70,RL,8969,Inside,1Fam,6,1926,1950,Wd Sdng,0,644,
2200,50,RL,15564,Inside,1Fam,6,1914,1995,Wd Sdng,0,676,
2201,70,RL,7609,Corner,1Fam,9,1925,1997,Stucco,0,798,
2202,70,RL,9650,Corner,1Fam,3,1923,1950,Wd Sdng,0,784,
2203,50,RL,11700,Inside,1Fam,6,1937,1995,WdShing,0,942,
2204,50,RL,9260,Inside,1Fam,4,1938,1950,Wd Sdng,0,884,
2205,20,RL,7801,Corner,1Fam,5,1951,1951,WdShing,0,1091,
2206,70,RL,9670,Inside,1Fam,6,1935,1950,BrkFace,0,608,
2207,50,RL,12392,Inside,1Fam,9,1950,2000,VinylSd,0,832,
2208,20,RL,26073,CulDSac,1Fam,5,1956,1956,BrkFace,0,1898,
2209,160,RM,1879,CulDSac,Twnhs,6,1980,1980,MetalSd,0,516,
2210,30,RM,7000,Inside,1Fam,8,1926,1998,VinylSd,40,894,
2211,50,RM,6000,Inside,1Fam,8,1940,2006,VinylSd,0,720,
2212,50,RM,8155,Inside,1Fam,7,1930,1950,Wd Sdng,0,780,
2213,80,RM,6000,Inside,1Fam,5,1967,1967,HdBoard,0,624,
2214,30,RM,7392,Inside,1Fam,7,1930,1995,Wd Sdng,0,520,
2215,50,RM,9000,Inside,1Fam,5,1958,1958,WdShing,0,1151,
2216,20,,14584,Inside,1Fam,5,1952,1952,AsbShng,0,0,
2217,70,C (all),5280,Corner,1Fam,7,1895,1950,Wd Sdng,0,173,
2218,50,C (all),5150,Corner,1Fam,7,1910,2000,Plywood,0,356,
2219,70,C (all),9000,Inside,1Fam,6,1920,1950,MetalSd,0,592,
2220,120,RM,3843,Inside,TwnhsE,5,2007,2008,CemntBd,0,1596,
2221,120,RM,3811,Inside,TwnhsE,5,2004,2005,CemntBd,0,1594,
2222,20,RL,23730,Inside,1Fam,5,1996,1997,MetalSd,0,1840,
2223,60,RL,11050,Inside,1Fam,5,1996,1997,VinylSd,0,910,
2224,90,RL,10260,Inside,Duplex,4,1976,1976,Plywood,0,0,
2225,20,RL,9990,Inside,1Fam,5,1991,1991,HdBoard,0,1680,
2226,120,RL,4084,Inside,TwnhsE,6,1986,1986,VinylSd,0,1277,
2227,20,RL,11563,Inside,1Fam,5,2006,2007,VinylSd,0,1518,
2228,60,RL,12852,Corner,1Fam,5,2007,2007,VinylSd,0,920,
2229,80,RL,9802,Inside,1Fam,5,2006,2007,VinylSd,0,352,
2230,60,RL,12018,Corner,1Fam,5,2008,2008,VinylSd,0,796,
2231,20,RL,12890,Inside,1Fam,5,1989,1989,Wd Sdng,0,1495,
2232,20,RL,18265,Corner,1Fam,5,1986,1986,Plywood,60,1256,
2233,20,RL,11202,Inside,1Fam,5,2003,2003,VinylSd,0,1432,
2234,20,RL,7915,Inside,1Fam,5,1999,2000,VinylSd,0,1666,
2235,20,RL,11449,Inside,1Fam,5,2007,2007,VinylSd,0,1884,
2236,20,RL,11447,Inside,1Fam,5,2005,2006,VinylSd,0,1964,
2237,90,RM,8940,Corner,Duplex,5,1997,1998,VinylSd,0,1344,
2238,20,RL,9278,FR2,1Fam,5,2007,2008,VinylSd,0,1092,
2239,120,RM,4500,FR2,TwnhsE,5,1997,1997,VinylSd,0,1189,
2240,85,RL,14137,Corner,1Fam,5,1964,1964,HdBoard,247,1200,
2241,120,RM,4224,Inside,TwnhsE,6,1975,1975,CemntBd,0,1040,
2242,160,RM,2665,Inside,TwnhsE,7,1976,1976,CemntBd,0,550,
2243,180,RM,1974,Inside,Twnhs,7,1973,2006,CemntBd,0,526,
2244,180,RM,1596,Inside,Twnhs,6,1973,1973,CemntBd,0,462,
2245,20,RL,17979,Corner,1Fam,6,1968,1968,Plywood,0,1113,
2246,160,RM,1477,Inside,Twnhs,9,1970,2007,CemntBd,0,546,
2247,20,RL,6490,Inside,1Fam,7,1983,1983,VinylSd,0,816,
2248,20,RL,6600,Inside,1Fam,6,1982,2005,HdBoard,0,845,
2249,20,RL,12395,Corner,1Fam,6,1984,1984,HdBoard,0,864,
2250,70,,56600,Inside,1Fam,1,1900,1950,Wd Sdng,0,686,
2251,20,RL,10667,Inside,1Fam,6,1971,1971,MetalSd,0,1587,
2252,80,RL,8872,Inside,1Fam,5,1997,1997,VinylSd,0,384,
2253,80,RL,10147,CulDSac,1Fam,5,1994,1994,HdBoard,0,392,
2254,60,RL,8637,Inside,1Fam,5,1999,2000,VinylSd,0,923,
2255,60,RL,7875,Inside,1Fam,5,1996,1996,HdBoard,0,691,
2256,60,RL,7500,Inside,1Fam,5,1999,2003,VinylSd,0,938,
2257,20,RL,9556,Corner,1Fam,5,1992,1993,HdBoard,0,1168,
2258,60,RL,7655,CulDSac,1Fam,5,1993,1994,HdBoard,0,903,
2259,20,RL,18160,Inside,1Fam,6,1964,1964,HdBoard,0,1302,
2260,120,RL,4740,Inside,TwnhsE,5,1988,1988,CemntBd,0,1166,
2261,120,RL,5118,Inside,TwnhsE,5,1990,1990,CemntBd,0,1312,
2262,60,RL,12328,Inside,1Fam,5,2005,2005,VinylSd,0,1149,
2263,20,RL,51974,CulDSac,1Fam,5,2006,2007,VinylSd,0,2660,
2264,190,RL,41600,FR2,2fmCon,5,1969,1990,HdBoard,0,1100,
2265,120,RL,8035,Inside,TwnhsE,5,2006,2006,MetalSd,0,1612,
2266,20,RL,14082,Inside,1Fam,5,2006,2006,VinylSd,0,2220,
2267,20,RL,13870,Inside,1Fam,5,2006,2007,CemntBd,0,1742,
2268,20,RL,10960,Inside,1Fam,5,1984,1984,HdBoard,0,1284,
2269,60,RL,12090,Inside,1Fam,7,1981,2003,MetalSd,0,725,
2270,20,RL,12299,Inside,1Fam,6,1978,1985,Plywood,0,1529,
2271,60,RL,11339,Inside,1Fam,5,1979,1979,HdBoard,0,780,
2272,20,RL,11850,FR2,1Fam,6,1984,1984,Plywood,0,1153,
2273,20,RL,10400,Inside,1Fam,5,1979,1999,MetalSd,0,1259,
2274,20,RL,13001,Inside,1Fam,5,1971,1971,HdBoard,121,1625,
2275,80,RL,8991,CulDSac,1Fam,6,1976,1976,Plywood,604,1228,
2276,60,RL,8000,Inside,1Fam,6,1974,1974,HdBoard,153,1084,
2277,20,RL,9457,Inside,1Fam,6,1970,1990,MetalSd,0,925,
2278,20,RL,7920,Inside,1Fam,5,1970,2002,HdBoard,619,914,
2279,20,RL,17199,FR2,1Fam,7,1961,1961,MetalSd,0,914,
2280,120,RH,4113,Inside,TwnhsE,5,2001,2001,MetalSd,0,1337,
2281,120,RH,10943,FR2,TwnhsE,5,1997,1998,MetalSd,0,1405,
2282,160,RM,2205,Inside,Twnhs,6,1973,1973,HdBoard,0,525,
2283,160,RM,2058,Inside,Twnhs,5,1973,1973,HdBoard,0,672,
2284,120,RL,2304,Inside,Twnhs,7,1978,1978,Plywood,6,1061,
2285,20,RL,7150,Inside,1Fam,6,1966,1966,HdBoard,0,988,
2286,20,RL,12469,FR2,1Fam,5,2006,2007,VinylSd,0,1790,
2287,20,RL,11825,Inside,1Fam,5,2006,2007,CemntBd,0,1694,
2288,20,RL,14333,Corner,1Fam,5,2007,2007,VinylSd,0,2108,
2289,60,RL,13641,Inside,1Fam,5,2007,2007,CemntBd,0,1934,
2290,60,RL,13440,Inside,1Fam,5,2006,2007,VinylSd,0,1108,
2291,20,RL,15431,Inside,1Fam,5,2005,2006,VinylSd,0,1994,
2292,20,RL,13891,Inside,1Fam,5,2007,2007,VinylSd,0,2552,
2293,60,RL,13654,CulDSac,1Fam,5,2005,2006,MetalSd,0,1704,
2294,20,RL,17169,CulDSac,1Fam,5,2007,2007,CemntBd,0,2320,
2295,60,RL,16659,Corner,1Fam,5,2007,2008,VinylSd,0,1582,
2296,60,RL,9709,Inside,1Fam,5,2007,2007,VinylSd,0,918,
2297,20,RL,13615,Corner,1Fam,5,2006,2006,MetalSd,0,1802,
2298,60,RL,13069,Inside,1Fam,5,2004,2004,VinylSd,0,1706,
2299,60,RL,14277,Inside,1Fam,5,2003,2003,VinylSd,0,1317,
2300,60,RL,12568,Inside,1Fam,5,2007,2007,VinylSd,0,895,
2301,20,RL,9926,Inside,1Fam,5,2005,2006,VinylSd,0,1614,
2302,20,RL,9254,Inside,1Fam,5,2005,2005,VinylSd,0,1721,
2303,60,RL,10732,Corner,1Fam,5,2006,2007,VinylSd,0,1298,
2304,120,RL,3901,Inside,Twnhs,5,2005,2006,VinylSd,0,1302,
2305,120,RL,3903,Inside,Twnhs,5,2005,2006,VinylSd,0,1302,
2306,120,RL,6289,Inside,TwnhsE,5,2005,2006,VinylSd,0,1362,
2307,120,RL,4590,Inside,Twnhs,5,2006,2006,VinylSd,0,1554,
2308,120,RL,7841,Inside,TwnhsE,5,2005,2005,MetalSd,0,1577,
2309,120,RL,6240,Inside,TwnhsE,5,2006,2006,MetalSd,0,1324,
2310,120,RL,3242,Inside,TwnhsE,5,2003,2003,VinylSd,0,1405,
2311,60,RL,15810,Inside,1Fam,5,2007,2007,VinylSd,0,768,
2312,60,RL,10237,Inside,1Fam,5,2005,2006,VinylSd,0,768,
2313,60,RL,13204,Inside,1Fam,5,2006,2007,VinylSd,0,608,
2314,60,RL,8857,Inside,1Fam,5,2006,2006,VinylSd,0,738,
2315,60,RL,9729,Inside,1Fam,5,2006,2007,VinylSd,0,698,
2316,20,RL,12216,Corner,1Fam,5,2005,2005,VinylSd,0,1326,
2317,60,RL,8229,Inside,1Fam,5,2007,2007,VinylSd,0,752,
2318,60,RL,7713,Inside,1Fam,5,2007,2007,VinylSd,0,728,
2319,20,RL,7697,Inside,1Fam,6,2007,2007,VinylSd,0,1246,
2320,120,RL,3621,Inside,TwnhsE,5,2003,2003,VinylSd,0,1406,
2321,20,RL,3710,Inside,1Fam,5,2007,2007,VinylSd,0,1266,
2322,80,RL,16219,Inside,1Fam,5,2004,2005,VinylSd,0,835,
2323,80,RL,11084,Corner,1Fam,5,2004,2004,VinylSd,0,384,
2324,20,RL,10936,Inside,1Fam,5,2006,2006,VinylSd,0,1510,
2325,80,RL,11950,Corner,1Fam,5,2003,2003,VinylSd,0,384,
2326,60,RL,7875,Inside,1Fam,5,2003,2003,VinylSd,0,847,
2327,60,RL,8740,Inside,1Fam,5,2002,2002,VinylSd,0,854,
2328,60,RL,9487,Inside,1Fam,5,2000,2000,VinylSd,0,915,
2329,60,RL,9649,Inside,1Fam,5,1999,2000,VinylSd,0,941,
2330,60,RL,12191,Inside,1Fam,5,1997,1998,VinylSd,0,1779,
2331,60,RL,10557,Inside,1Fam,5,1998,1998,MetalSd,0,1408,
2332,60,RL,11002,Inside,1Fam,5,1998,1999,VinylSd,0,1389,
2333,60,RL,10790,Inside,1Fam,5,1998,1998,VinylSd,0,1066,
2334,60,RL,11762,Inside,1Fam,5,1992,1993,VinylSd,0,1105,
2335,60,RL,9044,Inside,1Fam,5,1996,1997,VinylSd,0,1325,
2336,20,RL,9910,Inside,1Fam,6,2007,2007,VinylSd,0,1369,
2337,20,RL,11830,Inside,1Fam,5,2007,2007,VinylSd,0,1542,
2338,20,RL,10612,Inside,1Fam,5,2006,2006,VinylSd,0,1524,
2339,20,RL,12291,Inside,1Fam,5,2007,2007,CemntBd,0,1966,
2340,20,RL,9965,FR2,1Fam,5,2007,2007,VinylSd,0,1528,
2341,20,RL,8847,Inside,1Fam,5,2005,2005,VinylSd,0,1538,
2342,20,RL,8251,Inside,1Fam,5,2005,2006,VinylSd,0,1494,
2343,60,RL,9605,Inside,1Fam,5,2006,2006,VinylSd,0,982,
2344,60,RL,8778,Inside,1Fam,5,2006,2006,VinylSd,0,1302,
2345,20,FV,8640,Inside,1Fam,5,2007,2007,VinylSd,0,1338,
2346,20,FV,9000,Inside,1Fam,5,2006,2007,VinylSd,0,1335,
2347,60,FV,8640,Inside,1Fam,5,2007,2007,VinylSd,0,896,
2348,60,FV,10411,Corner,1Fam,5,2007,2007,VinylSd,0,725,
2349,60,FV,12217,Inside,1Fam,5,2007,2007,WdShing,0,955,
2350,20,FV,10440,Corner,1Fam,5,2007,2007,CemntBd,0,1574,
2351,20,FV,11824,Corner,1Fam,5,2006,2006,VinylSd,0,1685,
2352,60,FV,10625,Inside,1Fam,5,2004,2004,VinylSd,0,1158,
2353,20,RL,7500,Inside,1Fam,5,2006,2007,VinylSd,0,1100,
2354,20,RL,7500,Inside,1Fam,5,2006,2006,VinylSd,0,1143,
2355,20,RL,12450,Inside,1Fam,5,2003,2004,VinylSd,0,1094,
2356,20,RL,7441,Inside,1Fam,5,2006,2006,VinylSd,0,1461,
2357,60,RL,11613,Corner,1Fam,5,1993,1997,VinylSd,0,864,
2358,160,RL,8012,Inside,TwnhsE,5,1980,1980,Plywood,0,630,
2359,20,RL,6285,Inside,1Fam,5,1977,1977,Plywood,351,894,
2360,20,RL,7476,Corner,1Fam,7,1968,1968,HdBoard,0,1040,
2361,60,RL,19522,Inside,1Fam,5,1990,1990,HdBoard,0,1223,
2362,20,RL,10751,CulDSac,1Fam,5,1974,1974,Plywood,0,1037,
2363,20,RL,12712,CulDSac,1Fam,7,1973,2006,CemntBd,0,1044,
2364,120,FV,4379,FR2,TwnhsE,5,2004,2004,MetalSd,0,1378,
2365,120,FV,3523,Inside,TwnhsE,5,2006,2007,VinylSd,0,1141,
2366,120,FV,3784,Inside,TwnhsE,5,2006,2007,VinylSd,0,1511,
2367,120,FV,3606,Inside,TwnhsE,5,2006,2007,VinylSd,0,1352,
2368,120,FV,5330,Inside,TwnhsE,5,2006,2007,VinylSd,0,1550,
2369,160,FV,2280,Inside,Twnhs,5,1999,1999,MetalSd,0,744,
2370,160,FV,2117,Inside,Twnhs,5,2000,2000,MetalSd,0,756,
2371,20,FV,7321,Inside,1Fam,5,1999,2000,CemntBd,0,1339,
2372,60,FV,8010,Inside,1Fam,5,2003,2004,CemntBd,0,1054,
2373,60,FV,8413,Inside,1Fam,5,1998,1998,VinylSd,0,1220,
2374,120,RL,9466,FR2,TwnhsE,5,1994,1995,BrkFace,1037,1494,
2375,20,RL,12000,Inside,1Fam,6,1980,1980,VinylSd,0,2002,
2376,20,RL,17778,Inside,1Fam,5,1981,1981,BrkFace,829,2461,
2377,20,RL,11700,Inside,1Fam,6,1968,1968,MetalSd,0,912,
2378,60,RL,8000,Inside,1Fam,6,1970,1970,VinylSd,0,1008,
2379,85,RL,8723,Inside,1Fam,6,1969,1969,HdBoard,0,973,
2380,20,RL,11700,Corner,1Fam,5,1968,1968,HdBoard,0,1295,
