College_Name,State,Stream,UG_fee,PG_fee,Rating,Academic,Accommodation,Faculty,Infrastructure,Placement,Social_Life
"RKDF University, Bhopal ",Madhya pradesh,Agriculture,"60,000","1,50,000",7.6,8,7,7.8,8,6.5,8.2
Rajmata Vijayaraje Scindia Krishi Vishwa Vidyalaya ,Madhya pradesh,Agriculture,"27,620","20,795",8.2,9,7,8.5,8,8,8.6
Rabindranath Tagore University ,Madhya pradesh,Agriculture,"55,000","55,000",7.7,8,7.4,7.8,8.6,6.4,7.8
Barkatullah University ,Madhya pradesh,Agriculture,--,--,6.9,7.3,6.1,7.4,6.9,6,7.5
Atal Bihari Vajpayee Hindi Vishwavidyalaya ,Madhya pradesh,Agriculture,"6,600",--,7.7,8.3,6.3,8.7,7.3,7.8,7.9
Madhya Pradesh Bhoj (Open) University ,Madhya pradesh,Agriculture,"10,380",--,7.8,8.6,7.4,8.7,7.5,7.6,7.2
LNCT University ,Madhya pradesh,Agriculture,"60,000",--,9,9,8.8,9.3,8.8,8.9,8.9
"SAGE University, Bhopal ",Madhya pradesh,Agriculture,"95,000",--,8.7,8.8,8.4,8.8,8.7,8.7,8.9
"SAGE University, Indore ",Madhya pradesh,Agriculture,"85,000",--,8.7,8.7,7.9,8.8,9.2,8.5,9
Sardar Patel University ,Madhya pradesh,Agriculture,"61,500","68,300",7.9,7.9,7.4,8.4,8,7.7,8
Oriental University ,Madhya pradesh,Agriculture,"50,000",--,7.2,7.5,6.7,7.2,7.7,7.1,7.1
Shri Krishna University ,Madhya pradesh,Agriculture,"1,06,000","94,000",8.1,8.1,7.4,8.3,8.5,8,8
AKS University ,Madhya pradesh,Agriculture,"59,000","54,000",7.3,7.8,5.9,8.2,7.6,6.9,7.4
"ITM University, Gwalior ",Madhya pradesh,Agriculture,"1,30,000","85,000",7.6,7.9,7,7.6,8.1,7.2,8
"Medi-Caps University, Indore ",Madhya pradesh,Agriculture,"85,000",--,7.4,7.6,6.3,7.5,7.9,7.4,7.6
"Swami Vivekanand University, Sagar ",Madhya pradesh,Agriculture,"54,500","59,500",6.3,6.9,5,7,6.4,5.6,6.6
Pioneer Institute of Professional Studies ,Madhya pradesh,Agriculture,"31,500",--,7,7.5,5.9,8.6,6.8,5.4,7.6
Bhabha University ,Madhya pradesh,Agriculture,"43,000","55,000",9,9.4,8.8,9,9.3,8.7,8.9
Sarvepalli Radhakrishnan University ,Madhya pradesh,Agriculture,"73,000","17,000",7.4,7.9,6.3,7.8,7.1,7.4,8.1
"Renaissance University, Indore ",Madhya pradesh,Agriculture,"60,000","58,000",8.9,9,8.9,9,9.1,9,8.4
Madhyanchal Professional University ,Madhya pradesh,Agriculture,"50,000",--,6.5,7,5.6,7.2,6.8,5.4,6.8
"IES University, Bhopal ",Madhya pradesh,Agriculture,"60,000",--,7.3,8,4,8.1,7,7.9,9
P.K. University ,Madhya pradesh,Agriculture,"45,400","40,000",9.3,--,--,--,--,--,--
"Mansarovar Group of Institutions, Bhopal ",Madhya pradesh,Agriculture,--,--,--,--,--,--,--,--,--
Dr. C.V. Raman University ,Madhya pradesh,Agriculture,"70,000",--,--,--,--,--,--,--,--
"Medi-Caps Institute Of Science & Technology- [MIST], ",Madhya pradesh,Agriculture,--,--,6.3,8,6,5,8,6,5
Central India Institute of Management Studies ,Madhya pradesh,Agriculture,"11,500",--,--,--,--,--,--,--,--
Cochin University of Science and Technology ,Kerala,Agriculture,"16,815","8,525",7.9,8.4,7.5,7.8,7.8,7.7,8.1
Kerala Veterinary and Animal Sciences University ,Kerala,Agriculture,"1,08,350","67,650",8.1,8.7,7,8.4,8,8.2,8
"Kerala Agricultural University, College of Horticulture Vellanikkara, ",Kerala,Agriculture,--,--,9.3,9.2,9.5,9.4,9.3,8.7,9.6
Kerala University of Fisheries and Ocean Studies ,Kerala,Agriculture,"80,050",--,7.6,7.9,7.7,7.9,7.2,7,7.9
"Kerala Agricultural University, College of Forestry Vellanikkara ",Kerala,Agriculture,--,--,6.3,6,8.5,6,5.5,4,7.5
Kerala Agricultural University ,Kerala,Agriculture,"19,600","30,700",7.4,7.3,6.4,8.5,7.3,7.2,7.8
"KVASU, College of Veterinary and Animal Sciences ",Kerala,Agriculture,"46,200","54,100",8.4,8.9,8.4,8.5,8.1,7.9,8.4
"Kerala Agricultural University, College of Agriculture Padanakkad, ",Kerala,Agriculture,--,--,8.7,9,9.3,9.5,7.3,8,9
Mahatma Gandhi University ,Kerala,Agriculture,"5,100","8,100",7.7,8,7.5,8,8,6.2,8.2
Calicut University ,Kerala,Agriculture,"2,460",--,7,7.5,6.2,7.5,7.4,5.4,7.9
"Christ College Irinjalakuda, Thrissur ",Kerala,Agriculture,--,--,8,8.3,7.7,8.2,8.4,7.2,8.3
School of Industrial Fisheries ,Kerala,Agriculture,"16,815",--,--,--,--,--,--,--,--
"Christian College, Chengannur ",Kerala,Agriculture,--,--,8,8.8,7.5,8.3,9,6.3,8.3
Deva Matha College ,Kerala,Agriculture,--,--,7.8,8.8,7.5,8.3,8,7.1,6.9
"NSS College, Manjeri ",Kerala,Agriculture,"3,720",--,7.6,8.9,6,8.5,7.5,6.4,8.1
Nehru Arts and Science College ,Kerala,Agriculture,--,--,5.2,6,5,8,4,1,7
"Nirmala College, Muvattupuzha ",Kerala,Agriculture,--,--,8.1,8.7,7.6,8.6,8.3,6.8,8.4
Pazhassi Raja NSS College ,Kerala,Agriculture,"7,385",--,8.8,9,9,--,--,--,--
"St. Xavier's College for Women, Aluva ",Kerala,Agriculture,--,--,8.4,8.3,8,9,8.2,8.3,8.8
Thunchan Memorial Government College ,Kerala,Agriculture,--,--,7.7,8.3,7.5,8,8,6.3,8.3
"Kerala Agricultural University, College of Agriculture Vellayani, ",Kerala,Agriculture,"23,900","33,500",7.4,8.1,6.8,7.8,7.6,6,8.1
"KVASU, College of Veterinary and Animal Sciences ",Kerala,Agriculture,"1,52,350","54,100",--,--,--,--,--,--,--
Holy Cross College of Management and Technology ,Kerala,Agriculture,"5,500",--,8,9,8,9,7,8,7
Kannur University ,Kerala,Agriculture,"24,645",--,6.1,6.3,5.5,6.9,6.7,5,5.9
Kerala University ,Kerala,Agriculture,--,--,6.3,7.5,4.8,7.2,6.6,5.1,6.3
"Kerala Veterinary and Animal Sciences University, Distance ",Kerala,Agriculture,"46,200","54,100",10,--,--,--,--,--,--
"Kerala Agricultural University, College of Co-Operation, Banking ",Kerala,Agriculture,--,--,6,8,7,6,6,2,7
"St Mary's College, Thrissur ",Kerala,Agriculture,--,--,7.4,8.1,6.6,7.9,7.7,6.7,7.5
"College of Food Technology, Kerala Veterinary And ",Kerala,Agriculture,"1,08,350","67,150",--,--,--,--,--,--,--
"Banasthali Vidyapith, Jaipur ",Rajasthan,Agriculture,"1,63,500",--,8.5,8.8,8.2,8.9,8.6,7.9,8.8
College of Veterinary and Animal Sciences ,Rajasthan,Agriculture,"15,740",--,7.8,8.4,7.5,7.7,8.2,7.8,7.3
Mahatma Jyoti Rao Phoole University ,Rajasthan,Agriculture,"82,500","42,500",6.8,6.9,6.2,7.4,7.7,6.4,6.4
College of Veterinary and Animal Sciences ,Rajasthan,Agriculture,"15,740","16,000",8.8,9,8,9,8.5,8.5,9.5
Mewar University ,Rajasthan,Agriculture,"58,000","60,000",8,7.9,7.1,8.1,8.8,7.3,8.6
"Swami Keshwanand Rajasthan Agricultural University, Bikaner ",Rajasthan,Agriculture,"16,000","20,000",8.1,8.4,7.6,8.5,7.6,7.7,8.5
"National Research Centre Seed Spices, Ajmer ",Rajasthan,Agriculture,--,--,--,--,--,--,--,--,--
"National Research Centre on Camel, Bikaner ",Rajasthan,Agriculture,--,--,--,--,--,--,--,--,--
"Jagannath University, Jaipur ",Rajasthan,Agriculture,"70,000","27,000",7.3,7.1,6.7,7.9,7.7,6.9,7.4
Central Institute for Arid Horticulture ,Rajasthan,Agriculture,--,--,--,--,--,--,--,--,--
"Directorate of Rapeseed Mustard Research, Bharatpur ",Rajasthan,Agriculture,--,--,--,--,--,--,--,--,--
"SKN College of Agriculture, Jaipur ",Rajasthan,Agriculture,"53,790","72,010",8.4,9.3,8.3,8.8,8.3,8.3,7.5
Institute of Hotel Management and Catering ,Rajasthan,Agriculture,"60,000",--,8.4,8.5,8.5,8.5,7.5,8.8,8.8
Madhav University ,Rajasthan,Agriculture,"50,000","75,000",7.8,7.9,7.5,8.2,7.9,7.3,7.8
Janardan Rai Nagar Rajasthan Vidyapeeth University ,Rajasthan,Agriculture,"55,000",--,7.8,8.3,7.5,8.3,7.9,7.3,7.5
Career Point University ,Rajasthan,Agriculture,"70,000","76,000",8.3,8.4,7.9,8.4,8.4,7.6,8.9
Institute of Agri Business Management ,Rajasthan,Agriculture,"88,000",--,7.8,8.3,7.8,8.3,8.3,6.8,7.5
"Singhania University, Jhunjhunu ",Rajasthan,Agriculture,"12,000","22,000",7.1,7.1,6.7,7.1,7.1,7,7.3
"Kanoria PG Mahila Mahavidyalaya, Jaipur ",Rajasthan,Agriculture,"2,000",--,7.7,8,7.9,7.8,8.3,5.8,8.2
Jaipur National University ,Rajasthan,Agriculture,"79,000",--,7.5,7.9,7,7.7,7.8,6.7,7.6
"Tantia University, Sriganganagar ",Rajasthan,Agriculture,"65,000","50,000",8.6,8.8,8.4,9.3,8.8,7.1,9.1
JECRC University ,Rajasthan,Agriculture,"90,000",--,8.1,8.1,7.4,8.2,8.2,8.1,8.7
SunRise University ,Rajasthan,Agriculture,"69,200","32,200",8.1,8.1,7.3,8.7,8.1,7.9,8.4
"OPJS University, Churu ",Rajasthan,Agriculture,"30,000","13,200",7.2,7.1,7.6,7.6,7.7,6.3,6.8
"Mody University, Sikar ",Rajasthan,Agriculture,"1,84,000",--,8.3,8.3,8.5,8,9,7.9,8.2
Institute of Advanced Studies in Education ,Rajasthan,Agriculture,"55,000",--,8.2,8.9,8,8.3,8.4,7.5,7.9
Jayoti Vidyapeeth Women's University ,Rajasthan,Agriculture,"50,000",--,7.6,7.7,8.4,7.9,7.7,6.4,7.4
RNB Global University ,Rajasthan,Agriculture,"70,000","70,000",7.7,8.1,7.3,7.6,8.1,7.4,7.8
"Apex University, Jaipur ",Rajasthan,Agriculture,"50,000","60,000",8.7,8.9,8.9,8.6,8.7,8.5,8.7
Suresh Gyan Vihar University ,Rajasthan,Agriculture,"90,000","1,20,000",7.5,7.8,6.7,7.5,8.8,6.3,8
National Dairy Research Institute ,Haryana,Agriculture,"15,200","17,800",9,8.8,8.7,9.1,9.4,9.1,8.9
Panjab University ,Haryana,Agriculture,"34,923",--,7.7,8.2,7.7,8,7.7,6.5,8.2
Maharshi Dayanand University ,Haryana,Agriculture,"11,315","3,084",7.8,8,7.7,8,8.4,6.6,8
Chandigarh University ,Haryana,Agriculture,"1,70,000",--,8.6,8.6,8.2,8.4,9,8.6,8.8
Kurukshetra University ,Haryana,Agriculture,"5,898",--,7.5,8.1,7,8,7.7,6.5,7.7
"SRM University Delhi NCR, Sonepat ",Haryana,Agriculture,"1,86,000",--,7.8,8,7.5,7.9,8.1,7.6,7.9
"PDM University, Bahadurgarh, Bahadurgarh ",Haryana,Agriculture,"1,04,200","1,35,000",7.4,7.1,7.6,7.4,7.5,7.1,7.7
"Starex University, Gurgaon ",Haryana,Agriculture,"70,000","25,000",8.8,9.1,9.1,8.7,8.6,8.5,8.7
Modern Vidya Niketan ,Haryana,Agriculture,"95,000","1,05,000",7,7.2,6.4,7.7,7,6.8,6.8
"KR Mangalam University, Gurgaon ",Haryana,Agriculture,"1,20,000",--,7.7,8.1,7.5,7.3,8.6,7.2,7.4
"NIILM University, Kaithal ",Haryana,Agriculture,"32,000","70,000",8.1,8.6,7.9,8.5,7.9,7.8,8.1
G D Goenka University ,Haryana,Agriculture,"1,55,000","1,29,000",8.2,7.7,8.3,8.3,8.9,7.6,8.4
"Jagannath University, Bahadurgarh ",Haryana,Agriculture,"75,000",--,8,8.3,8,7.8,8.7,7.4,7.9
"SGT University, Gurgaon ",Haryana,Agriculture,"1,62,500","1,62,500",8,8,7.6,8.1,8.4,7.5,8.1
Geeta Group of Institutions ,Haryana,Agriculture,"30,000",--,9.2,9.4,8.8,9.3,9.4,9.2,9.3
"Guru Nanak Girls College, Yamuna Nagar ",Haryana,Agriculture,--,--,7.3,7,8,7,6,8,8
"College of Veterinary Sciences, Hisar ",Haryana,Agriculture,"65,570",--,7.7,8,8,8,8,7,7
National Research Centre on Equines ,Haryana,Agriculture,--,--,--,--,--,--,--,--,--
Chaudhary Charan Singh Haryana Agricultural University ,Haryana,Agriculture,"14,205","15,061",8.6,8.9,8.3,8.5,8.9,7.9,8.8
Lala Lajpat Rai University of Veterinary and ,Haryana,Agriculture,"65,570",--,8,8.7,7,8.8,8.3,7.8,7.6
Maharishi Markandeshwar sadopur Campus ,Haryana,Agriculture,"71,500","71,500",6.6,6,5.2,6.3,7,7,8.2
Maharana Pratap Horticultural University ,Haryana,Agriculture,--,--,8.3,--,--,8.6,--,7.8,8.5
Guru Nanak Khalsa Institute of Technology and ,Haryana,Agriculture,--,--,--,--,--,--,--,--,--
Om Sterling Global University ,Haryana,Agriculture,"65,000","70,000",--,--,--,--,--,--,--
"Government Industrial Training Institute Gudha, Jhajjar ",Haryana,Agriculture,460,--,--,--,--,--,--,--,--
Swami Vivekanand Group Of Institutes ,Haryana,Agriculture,"70,000",--,8.5,9,7.8,--,9,8.1,--
"Junagadh Agricultural University, Junagadh ",Gujarat,Agriculture,"29,190","39,140",7.9,8,7.9,7.7,8.2,6.9,8.6
Anand Agricultural University ,Gujarat,Agriculture,"27,400","2,020",8.3,9,7.8,8.4,9.1,7.7,7.9
Sardarkrushinagar Dantiwada Agricultural University ,Gujarat,Agriculture,"26,370","50,880",8.3,8.3,8.3,8.6,8.1,8.1,8.5
Rai University ,Gujarat,Agriculture,"1,10,600",--,7.1,7.2,7.1,7,6.9,6.8,7.7
"BA College of Agriculture, Anand ",Gujarat,Agriculture,"1,10,000",--,8.1,8.5,8,8.2,8.4,7.5,8.2
"Navsari Agricultural University, Navsari ",Gujarat,Agriculture,"45,100","42,900",8,8.3,7.4,8.4,7.8,7.8,8.2
Gujarat Vidyapith ,Gujarat,Agriculture,--,--,8.4,9,7.9,9.1,8.4,7.6,8.1
Asia Pacific Institute of Management ,Gujarat,Agriculture,"90,000",--,6.8,7.7,6,7.3,6.3,6.3,7.3
Marwadi University ,Gujarat,Agriculture,"75,000",--,8.3,8.2,8.3,8.2,9.1,7.7,8.2
RK University ,Gujarat,Agriculture,"61,000","1,00,000",8.5,9,7.9,8.6,9,7.8,8.5
Gokul Global University ,Gujarat,Agriculture,"20,000","16,000",8.5,9,7,9.3,8.7,8,8.7
Parul Institute of Engineering and Technology ,Gujarat,Agriculture,"45,150",--,7.9,7.8,7.3,7.9,8.5,7.3,8.6
Noble Group of Institution ,Gujarat,Agriculture,"35,250",--,8.4,8.8,8,8.8,9.2,6.8,8.5
"Lords Institute of Management, Surat ",Gujarat,Agriculture,"71,980","80,358",7.3,--,--,8,--,7,7
Cambay Institute of Hospitality Management ,Gujarat,Agriculture,"1,10,000",--,--,--,--,--,--,--,--
"Swarrnim Startup & Innovation University, Gandhi Nagar ",Gujarat,Agriculture,"70,000",--,6.5,7,6,6.6,6.5,5.6,7.4
Parul Institute of Technology ,Gujarat,Agriculture,"50,000",--,7.9,7.9,6.9,8,8.6,7.7,8.2
"Shri Saraswati Gramvidyapith, Patan ",Gujarat,Agriculture,--,--,--,--,--,--,--,--,--
"College of Veterinary Science and Animal Husbandry, ",Gujarat,Agriculture,--,--,8.3,8.5,8,8.5,8,8,8.5
"AIMS College of Management and Technology, Anand ",Gujarat,Agriculture,--,--,--,--,--,--,--,--,--
"Gujarat Institute of Hotel Management, Vadodara ",Gujarat,Agriculture,--,--,7.2,6.8,6.3,8.5,6.8,7.8,7
"Maharaja Krishnakumarsinhji Bhavnagar University, Bhavnagar ",Gujarat,Agriculture,"21,450","16,450",8.6,8.6,7.9,9.3,9.1,7.6,9
Hemchandracharya North Gujarat University ,Gujarat,Agriculture,--,--,7.9,8.8,5.5,8.2,8.5,7.6,8.5
"Saurashtra University, Rajkot ",Gujarat,Agriculture,--,--,7.2,7.8,5.3,8,7.5,6.7,7.7
Veer Narmad South Gujarat University ,Gujarat,Agriculture,"8,830","6,220",7.3,7.8,6.3,7.7,7.5,6.6,7.7
College of Veterinary Science & Animal Husbandry ,Gujarat,Agriculture,"39,140",--,8.6,8.5,8.5,8.5,9.5,9,7.5
"School of Agriculture, Rai University ",Gujarat,Agriculture,"1,10,600",--,--,--,--,--,--,--,--
"Faculty of Animal Husbandry, Noble Group of ",Gujarat,Agriculture,"35,250",--,--,--,--,--,--,--,--
"Kamdhenu University, Gandhi Nagar ",Gujarat,Agriculture,--,--,8.1,8.3,7.7,8.3,8.3,7.9,8
Punjab Agricultural University ,Punjab,Agriculture,"70,770","77,470",7.8,8.5,7.5,8.1,8.5,6,8.1
"Khalsa College, Amritsar ",Punjab,Agriculture,"72,740","89,740",7.9,8.3,7.7,7.9,8.3,6.5,8.4
"RIMT University, Gobindgarh ",Punjab,Agriculture,"1,14,800","1,14,800",7.6,7.9,7.3,7.8,8,6.7,7.8
Guru Angad Dev Veterinary and Animal Sciences ,Punjab,Agriculture,"1,37,855","1,45,655",8.6,8.6,8.3,9,8.6,8.3,8.6
Panjab University ,Punjab,Agriculture,"34,923",--,7.7,8.2,7.7,8,7.7,6.5,8.2
Chandigarh University ,Punjab,Agriculture,"1,70,000",--,8.6,8.6,8.2,8.4,9,8.6,8.8
"CT Institute of Hotel Management, Jalandhar ",Punjab,Agriculture,"60,000",--,5.3,6,5,5,6,3,7
Desh Bhagat Institute of Hotel Management & ,Punjab,Agriculture,--,--,7.8,8,8,7,9,7,8
Punjab Institute of Management and Technology ,Punjab,Agriculture,"50,850",--,8.9,9.4,8.4,9.4,8.8,8.6,8.6
Kanya Mahavidyalaya ,Punjab,Agriculture,--,--,9.8,9.8,9.7,9.8,9.7,9.6,9.9
"RIMT College of Architecture, Fatehgarh Sahib ",Punjab,Agriculture,--,--,5.6,6,7,6,6.5,3,5
"Guru Kashi University, Bathinda ",Punjab,Agriculture,"38,400",--,7.5,7.4,7.2,8,7.2,7.2,7.8
"DAV University, Jalandhar ",Punjab,Agriculture,"75,000","95,000",7.9,8.4,7,8.4,7,8,8.5
Sant Baba Bhag Singh University ,Punjab,Agriculture,"49,250","82,500",8.5,9,8.2,8.6,8,8.5,8.6
"Rayat Bahra University, Mohali ",Punjab,Agriculture,"70,000","40,000",7.7,7.8,7.4,8,7.7,7.4,7.6
Sri Guru Granth Sahib World University ,Punjab,Agriculture,"52,000","80,000",8.8,8.6,9,9,9.1,8.4,8.7
Global Institute of Management ,Punjab,Agriculture,"50,850",--,--,--,--,--,--,--,--
"Global Institute, Amritsar ",Punjab,Agriculture,"2,05,000",--,8.3,8,8.2,8.7,8.8,7.9,8.3
CT University ,Punjab,Agriculture,"1,18,700","1,04,700",8.8,8.9,8.5,8.7,9.3,8.8,8.5
"Maharaja Ranjit Singh Punjab Technical University, Bathinda ",Punjab,Agriculture,--,--,8.2,8.6,7.8,8.4,8.2,8.1,8.2
"PCTE Group of Institutes, Ludhiana ",Punjab,Agriculture,"57,250",--,7.7,8,7.2,8,8,6.8,8.3
Amritsar Group of Colleges ,Punjab,Agriculture,"3,16,089",--,8.8,8.7,8.9,9,8.8,8.6,9
"CT Group of Institutions, Jalandhar ",Punjab,Agriculture,"47,700",--,7.6,7.5,7,8.2,7.5,7.9,7.4
"Aryans Group of Colleges, Rajpura ",Punjab,Agriculture,"1,10,000","51,000",7.5,7.6,7,7.9,7.6,7.3,7.6
Doaba Group of Colleges ,Punjab,Agriculture,--,--,5.8,5.8,5.5,6.5,6,5.8,5.3
"Rayat Bahra Hoshiarpur Campus, Hoshiarpur ",Punjab,Agriculture,"50,000","40,000",8.9,9.2,8.5,9.2,8.3,8.8,9.1
Akal University ,Punjab,Agriculture,"88,000",--,7.7,8.3,7,8,7.8,7.3,7.5
"Modern Group Of Colleges- [MGC], Hoshiarpur ",Punjab,Agriculture,"1,41,989",--,8.2,9,8,8,9,7,8
"University of Calcutta, Kolkata ",West bengal,Agriculture,"13,114",--,7.7,8.6,6.9,8.5,7.7,6.5,7.7
Uttar Banga Krishi Vishwavidyalaya ,West bengal,Agriculture,"4,000","6,000",7.3,7.9,6.6,8,7.3,5.5,8.2
Bidhan Chandra Krishi Viswavidyalaya ,West bengal,Agriculture,"10,580","12,220",8.3,8.8,8.6,8.7,8,6.7,8.7
Sister Nivedita University ,West bengal,Agriculture,"1,16,000",--,8.2,8.2,7.6,8.9,7.9,7.8,8.7
"Brainware University, Kolkata ",West bengal,Agriculture,"3,79,600",--,7.9,8.3,7.6,7.9,8.2,7.8,7.3
Seacom Skills University ,West bengal,Agriculture,"60,000","70,000",7.5,8.4,6.4,8.9,7.4,6.7,7.3
The Neotia University ,West bengal,Agriculture,"1,32,000","80,000",8.2,8.7,7.5,8.5,8.2,7.8,8.6
Ghani Khan Choudhury Institute Of Engineering and ,West bengal,Agriculture,--,--,8.2,8.6,8.5,7.9,8.6,7.1,8.2
"JIS University, Kolkata ",West bengal,Agriculture,"3,91,600",--,8,8.3,7.7,8,8.2,7.8,7.8
Nightingale Institute of Management Studies ,West bengal,Agriculture,--,--,8.6,8.3,9.3,8.3,8.7,8,8.7
Darjeeling Tea Research and Management Association ,West bengal,Agriculture,--,--,--,--,--,--,--,--,--
"Mahishadal Girl's College, Medinipur ",West bengal,Agriculture,--,--,9.3,9.5,9,9.5,--,--,--
"Elitte Hotel School (The Hospitality Institute), Kolkata ",West bengal,Agriculture,"25,000",--,--,--,--,--,--,--,--
National Institute of Hotel Management ,West bengal,Agriculture,"60,000",--,7.7,8,7.5,8,7.5,8,7
Netaji Subhas Open University ,West bengal,Agriculture,"8,000","6,000",5.8,5.9,4,6.9,6.1,5,6.6
Ramakrishna Mission Vivekananda University ,West bengal,Agriculture,--,--,9,9,8.6,9,9.6,8.5,9.3
"University of Kalyani, Kalyani ",West bengal,Agriculture,"14,810",--,7.4,7.6,7.3,8.1,7.1,6.1,7.9
"University of North Bengal, Darjeeling ",West bengal,Agriculture,"9,315","44,040",7.9,8.7,7.8,8.1,8.1,6.9,7.9
"Vidyasagar University, Midnapore ",West bengal,Agriculture,"43,185",--,7,7.9,6.8,6.9,8,5.5,7
Visva Bharati University ,West bengal,Agriculture,"10,190","12,130",7.6,8.4,7,8.4,7.7,5.8,8.4
West Bengal State University ,West bengal,Agriculture,"19,000",--,7.9,8,7.5,8.6,7.9,7.6,8
Falakata Polytechnic ,West bengal,Agriculture,885,--,--,--,--,--,--,--,--
Krishnath College ,West bengal,Agriculture,"4,100",--,6.7,7.2,6.6,7.5,6.6,5.1,7.3
Ramakrishna Mission Vivekananda Centenary College Rahara ,West bengal,Agriculture,"3,800",--,8,9.3,6.9,8.9,8.5,6.4,7.7
"Raiganj University, Raiganj ",West bengal,Agriculture,"36,200",--,7.8,8.3,7.4,8.2,8,6.9,7.8
Swami Vivekananda University ,West bengal,Agriculture,"1,16,000",--,--,--,--,--,--,--,--
Diamond Harbour Government Polytechnic ,West bengal,Agriculture,885,--,--,--,--,--,--,--,--
"A.P.C. Ray Polytechnic- [APCRP], Kolkata ",West bengal,Agriculture,835,--,9.2,9.4,8,9.7,9.6,9.2,9
"Malda Polytechnic, Malda ",West bengal,Agriculture,885,--,--,--,--,--,--,--,--
"Jiaganj College of Engineering & Technology, Murshidabad ",West bengal,Agriculture,"33,000",--,--,--,--,--,--,--,--
Central Institute of Freshwater Aquaculture ,Orissa,Agriculture,--,--,--,--,--,--,--,--,--
Orissa University of Agriculture and Technology ,Orissa,Agriculture,"53,064","35,071",7.5,8.1,7.6,8.1,7.1,6,8.3
"Central Rice Research Institute, Cuttack ",Orissa,Agriculture,--,--,8.3,--,--,8.6,--,8.3,8
Siksha 'O' Anusandhan University ,Orissa,Agriculture,"1,25,000","40,000",8.3,8.6,7.6,8.3,8.7,8,8.5
Institute of Hotel Management Catering Technology & ,Orissa,Agriculture,"19,450",--,8.6,8.5,9,8.5,8.6,8.4,8.5
BJB Autonomous College ,Orissa,Agriculture,--,--,7.4,8.3,6.8,7.9,7.4,5.9,7.9
Sri Sri University ,Orissa,Agriculture,"1,44,890",--,7.1,7.3,6.7,7,7.3,6.3,8.2
Centurion University of Technology and Management ,Orissa,Agriculture,"1,50,000","2,00,000",8.1,8.3,7.6,8.5,8.4,7.4,8.5
College of Agricultural Engineering and Technology ,Orissa,Agriculture,"35,195",--,8,9.8,8.5,8.2,7.5,6,8
"Salipur Autonomous College, Cuttack ",Orissa,Agriculture,"7,000",--,6.8,7.4,6.6,7.4,6.4,6,6.8
"Utkal University, Bhubaneswar ",Orissa,Agriculture,"9,500","30,000",7.5,7.9,7.1,7.8,7.4,6.6,7.9
"College of Veterinary Science and Animal Husbandry, ",Orissa,Agriculture,"32,389",--,7.7,8.8,6.3,8.2,6.3,8.3,8.3
Trytoon Academy ,Orissa,Agriculture,--,--,8.8,--,--,--,--,--,--
"IMB School of Hospitality, Bhubaneswar ",Orissa,Agriculture,--,--,--,--,--,--,--,--,--
Govind Ballabh Pant University of Agriculture and ,Uttarakhand,Agriculture,"41,736","49,108",7.3,8,7.6,7.4,7.7,6,6.8
"Directorate of Coldwater Fisheries Research, Nainital ",Uttarakhand,Agriculture,--,--,--,--,--,--,--,--,--
Dolphin PG Institute of BioMedical & Natural ,Uttarakhand,Agriculture,"75,000","75,000",7.7,8.4,6.5,7.9,7.8,6.7,8.6
Forest Research Institute ,Uttarakhand,Agriculture,"65,100",--,7.7,8,8,8,7.7,6.8,7.7
Wildlife Institute of India ,Uttarakhand,Agriculture,"2,60,000","3,52,000",9.1,9.5,9.3,9.1,9,8.6,9.2
Doon Post Graduate College of Agriculture Science ,Uttarakhand,Agriculture,"70,000","80,000",6.7,7.5,6.4,7.6,7,4.9,6.8
Doon Business School ,Uttarakhand,Agriculture,"1,12,000","1,05,000",7.6,8,7,8.1,7.4,7.4,7.7
"College of Technology, GB Pant University of ",Uttarakhand,Agriculture,"46,056","55,756",7,7.1,6.7,6.9,7.3,6,7.7
University of Petroleum and Energy Studies ,Uttarakhand,Agriculture,"6,73,000","4,66,000",8.1,8.1,7.8,7.9,8.6,7.7,8.2
"Institute of Media Management , Technology & ",Uttarakhand,Agriculture,"70,000",--,--,--,--,--,--,--,--
"MotherHood University, Roorkee ",Uttarakhand,Agriculture,"77,130",--,8,8.3,7.9,7.6,8,8,8.3
"Uttaranchal University, Dehradun ",Uttarakhand,Agriculture,"1,20,200","1,55,000",7.5,7.8,6.8,7.7,8.6,6.5,7.5
Graphic Era University ,Uttarakhand,Agriculture,"52,950",--,8.3,8.2,7.9,8.4,8.6,8.1,8.4
"Quantum University, Roorkee ",Uttarakhand,Agriculture,"69,000","73,500",8.3,8.4,7.8,8.6,8.3,8.4,8.4
Graphic Era Hill University ,Uttarakhand,Agriculture,"1,20,200","1,12,100",8.1,7.9,7.8,8.1,8.4,7.7,8.4
Shri Guru Ram Rai University ,Uttarakhand,Agriculture,"71,500","68,500",7.6,7.8,7.1,7.9,7.9,7.3,7.7
Himgiri Zee University ,Uttarakhand,Agriculture,"80,000","1,40,000",7.9,8.5,5.5,9,8,7.7,8.8
