Feature1,Feature2,Feature3,Feature4,Target
87,58,1136,1,78
77,65,1429,2,92
36,54,980,1,36
59,40,547,-1,65
85,50,855,1,98
54,57,1101,-2,79
12,66,1479,-3,88
23,55,1034,1,85
65,65,1415,0,46
61,66,1471,2,78
76,61,1259,0,87
57,40,556,2,88
29,54,999,1,93
39,65,1422,-2,58
88,42,606,0,89
19,45,703,1,91
41,67,1525,2,99
18,59,1180,0,66
10,49,830,-3,96
56,55,1024,2,66
14,46,722,-1,57
65,63,1343,-2,89
35,56,1072,2,91
20,48,789,-2,73
13,62,1300,-3,64
19,55,1025,-1,60
25,67,1523,0,89
34,45,702,-3,99
88,57,1089,1,51
21,49,817,2,57
71,67,1498,-2,36
85,42,597,1,61
63,55,1027,-3,83
50,47,743,2,38
61,49,813,-3,65
60,43,640,-3,97
65,42,595,-2,49
42,40,546,2,52
82,43,621,0,46
16,54,1002,-3,98
33,69,1600,-3,55
59,47,753,-1,75
31,65,1421,-1,52
24,43,626,2,37
48,40,546,-2,59
47,54,978,1,35
48,58,1132,0,50
24,47,743,-3,32
58,61,1253,-3,65
18,53,957,0,70
13,58,1134,0,43
31,68,1554,0,50
59,64,1390,2,96
42,45,701,-1,96
24,49,813,2,47
57,41,568,1,46
22,54,1001,-3,99
21,55,1025,1,57
79,56,1050,-3,49
88,63,1338,-1,80
79,61,1262,1,95
51,55,1034,-2,98
84,59,1159,0,30
77,57,1094,1,64
73,46,725,-1,90
43,57,1088,-1,32
20,59,1179,0,63
58,59,1180,0,83
18,66,1462,-3,39
85,68,1563,0,98
71,64,1380,2,71
12,45,688,-3,47
75,42,602,-2,74
13,51,875,-1,31
18,69,1601,-1,50
65,63,1339,-3,77
65,57,1095,2,59
44,50,860,1,98
55,46,716,2,51
24,42,598,-3,42
79,54,981,-2,61
65,68,1555,1,67
59,51,880,-1,63
39,47,750,0,57
53,57,1089,-1,39
16,56,1058,-3,46
64,62,1288,0,46
59,63,1346,0,94
45,40,550,0,67
56,41,576,1,69
63,62,1304,-2,95
51,47,753,1,68
12,54,983,2,37
86,42,603,0,79
13,45,703,2,87
66,62,1299,1,78
12,48,799,0,98
87,43,630,-3,79
34,64,1382,-1,64
83,50,853,0,92
50,69,1594,2,39
76,61,1257,-3,83
11,69,1612,-2,81
18,43,630,2,47
34,51,886,0,71
79,53,956,-3,94
74,69,1589,-1,38
35,53,957,-3,80
31,59,1176,-2,60
50,45,692,0,70
58,61,1254,1,62
35,44,671,-1,93
59,57,1108,1,99
55,67,1507,1,53
53,53,941,-3,39
18,66,1469,-2,59
69,46,711,0,46
56,46,729,0,94
76,60,1223,1,98
83,50,845,-1,69
27,43,632,2,57
25,60,1210,1,39
55,50,839,-2,42
87,51,870,-2,45
48,50,851,2,69
33,50,848,2,54
11,67,1513,2,53
76,69,1594,2,48
77,65,1407,-3,31
59,60,1214,1,66
24,57,1102,-1,69
15,65,1433,-2,83
31,67,1522,0,88
46,52,913,1,51
36,62,1297,-3,63
27,66,1476,-2,85
52,61,1255,-3,69
84,41,570,-1,64
55,55,1026,2,72
53,56,1060,0,64
68,54,986,-2,72
20,47,746,-1,37
80,46,715,1,60
84,47,754,-2,89
12,59,1183,1,71
47,44,651,-2,38
34,53,946,-1,44
23,64,1393,1,92
20,66,1464,-3,46
54,55,1011,-3,34
79,49,809,-2,60
43,64,1376,1,47
59,55,1020,-1,61
26,47,765,2,95
64,61,1256,2,72
37,60,1221,0,77
68,43,620,2,35
56,50,836,-3,33
28,55,1033,-1,85
87,56,1064,-3,93
47,44,671,1,95
61,44,667,-3,91
78,69,1587,0,31
72,55,1012,0,39
62,55,1032,-3,99
43,52,910,1,43
51,65,1416,1,42
35,69,1609,-1,80
29,67,1504,-3,39
43,66,1469,-3,71
62,60,1205,-2,43
71,61,1249,-3,56
21,49,822,-2,76
17,67,1514,-1,60
42,69,1600,-2,57
88,61,1254,-2,79
22,60,1221,1,71
81,68,1552,-1,64
46,54,977,2,31
39,62,1290,1,42
43,68,1560,1,71
51,54,983,0,52
61,47,743,-2,45
85,47,749,-2,73
10,58,1132,0,35
52,52,905,1,30
71,56,1057,1,63
49,44,663,-3,76
66,55,1010,-2,33
53,48,777,-1,48
45,46,717,-2,55
89,47,738,-1,41
86,45,684,-1,62
41,61,1260,0,75
12,60,1219,-1,62
35,61,1255,-3,61
38,49,825,0,89
74,68,1547,0,47
88,47,742,-2,54
33,47,752,0,61
78,66,1474,2,95
75,65,1423,-1,76
23,60,1229,2,93
66,63,1327,-1,40
23,42,597,2,34
17,66,1461,2,32
83,60,1206,0,52
73,66,1472,1,87
77,58,1139,1,83
80,52,905,1,43
38,47,754,-2,71
13,66,1482,1,95
50,59,1174,-2,63
55,69,1604,-1,73
29,59,1179,2,65
84,54,977,-3,52
26,63,1349,-1,88
62,65,1426,-2,79
22,67,1513,-3,62
43,46,726,-1,80
19,51,888,0,72
62,68,1555,-1,66
61,51,870,1,31
20,40,556,-1,76
89,53,942,-1,54
33,50,858,0,88
86,61,1255,-3,81
82,47,738,-1,39
67,59,1179,-1,84
45,48,787,0,76
26,59,1189,0,97
16,53,959,0,75
69,44,656,2,57
81,59,1176,-2,82
17,40,553,0,66
15,63,1337,-2,50
16,42,612,-3,81
89,52,918,1,84
62,52,918,2,72
33,69,1594,-2,35
38,49,811,1,47
70,50,840,0,48
23,52,914,0,46
29,41,581,-2,76
11,54,997,-3,83
58,46,723,-1,78
20,55,1031,2,73
89,58,1121,-1,37
75,54,983,0,63
40,52,908,-2,39
57,64,1388,-2,92
16,47,760,1,75
70,66,1461,2,53
76,62,1294,0,68
23,45,706,2,99
62,60,1216,0,74
50,67,1517,2,81
25,60,1222,-2,78
32,53,960,-3,86
80,46,724,0,88
25,54,982,0,40
80,53,940,0,43
72,58,1143,-1,94
34,43,638,-1,80
40,50,846,0,53
12,64,1386,0,67
21,69,1596,-1,36
21,67,1507,-3,42
71,67,1511,2,70
84,46,725,-3,97
43,46,730,2,89
28,62,1291,1,40
26,54,998,2,86
48,43,625,2,42
57,67,1510,2,62
73,57,1086,0,37
73,66,1460,-1,53
44,51,885,0,73
42,43,620,-3,31
18,58,1137,-1,55
28,40,560,-2,94
43,63,1347,-3,92
54,62,1291,1,51
54,45,690,-1,69
71,56,1051,-2,47
48,57,1108,-1,95
63,59,1179,-2,84
73,50,855,-2,96
34,40,552,1,69
74,53,951,0,75
25,60,1210,-3,43
76,43,631,-3,77
59,69,1608,-1,88
38,47,745,-2,42
45,57,1100,-3,73
19,63,1352,2,94
66,61,1259,2,79
75,41,575,-1,74
24,63,1339,-2,59
64,67,1505,-2,53
18,47,765,-1,94
67,69,1609,2,91
85,53,950,1,73
48,59,1173,2,56
76,57,1103,0,89
83,48,789,-3,98
16,62,1306,-2,83
50,49,816,-2,69
79,66,1463,-3,68
36,48,779,0,46
78,40,540,-3,55
30,59,1176,-2,61
40,69,1595,0,41
65,66,1458,-3,47
56,47,761,1,96
14,59,1187,2,84
33,49,812,-2,50
31,68,1564,-1,80
78,61,1254,-1,74
23,47,751,-2,54
19,61,1251,-1,41
12,44,659,1,46
45,61,1262,1,82
87,63,1333,-3,69
57,55,1022,-2,65
19,41,576,2,53
78,48,772,0,44
27,50,842,-1,38
75,49,823,-1,98
80,62,1296,-3,79
68,64,1385,-2,88
28,44,671,-1,89
79,42,590,0,38
14,45,690,-3,53
78,62,1301,0,89
85,66,1471,-2,93
13,57,1098,-2,52
33,44,658,-1,52
38,52,930,2,99
81,60,1205,0,48
55,57,1096,-3,63
33,43,628,-1,50
35,56,1070,2,85
32,52,912,1,43
20,44,671,-1,85
72,61,1249,1,53
26,60,1225,-2,87
87,44,651,1,52
76,59,1163,-2,40
65,43,631,-1,71
63,45,693,0,80
19,66,1466,-1,51
23,40,562,-2,98
33,43,631,0,58
51,51,881,-1,63
68,44,662,-2,80
81,50,845,0,67
16,63,1350,-2,89
81,66,1458,-2,51
56,54,996,-3,96
15,69,1607,2,63
11,42,602,1,45
64,40,535,1,30
28,63,1350,0,93
63,63,1331,0,49
25,59,1175,2,53
55,53,954,-3,79
67,62,1293,-1,64
70,54,979,0,49
60,49,805,-2,41
62,57,1085,-1,31
43,56,1065,0,76
20,48,776,2,31
29,67,1513,0,63
51,49,815,-1,65
31,62,1301,-2,73
25,56,1070,-2,85
58,53,951,-2,70
33,44,672,-1,93
33,51,894,2,92
18,66,1462,1,35
33,49,817,1,61
33,54,982,-1,44
35,47,761,-2,90
86,68,1561,0,93
44,49,820,-1,77
36,56,1074,2,98
65,58,1133,-3,63
12,65,1434,0,82
22,63,1345,-3,77
68,41,581,1,87
36,51,885,0,67
89,44,653,-2,62
73,53,952,2,75
54,52,910,-1,48
35,68,1550,-2,41
21,61,1256,0,56
30,57,1110,-1,94
88,61,1255,-2,81
40,57,1093,2,45
74,58,1138,0,80
76,46,720,-1,76
42,46,720,-2,64
33,40,558,2,85
55,68,1556,-1,66
63,67,1512,2,69
64,41,577,-1,76
37,63,1344,-1,78
22,65,1432,0,79
77,44,656,0,64
28,63,1338,0,57
50,55,1018,-1,51
88,56,1062,-3,87
71,64,1373,1,50
59,64,1379,-3,69
23,41,585,2,81
33,60,1224,-3,88
50,66,1472,-3,82
53,45,697,-2,89
28,46,728,-2,80
35,57,1097,-1,57
12,67,1510,-2,47
27,57,1102,2,67
76,65,1418,-1,59
21,66,1468,-1,56
41,67,1513,2,65
59,41,586,2,99
13,42,607,-3,66
10,41,592,2,96
19,40,558,1,81
12,48,777,0,33
80,53,949,-1,70
11,47,759,-1,72
26,63,1343,1,68
18,60,1213,0,47
10,49,821,0,67
85,66,1454,2,38
42,42,596,0,40
24,60,1217,-1,62
21,62,1289,2,30
16,68,1565,-3,81
78,41,567,-1,53
18,48,784,0,55
13,42,618,1,94
17,40,561,1,90
54,56,1055,-3,53
33,63,1341,-1,67
67,59,1161,0,30
29,60,1214,-2,57
66,66,1470,2,78
70,46,718,2,65
57,58,1140,2,77
20,63,1351,1,92
81,40,549,1,78
84,68,1557,0,81
12,57,1110,0,86
85,45,693,1,86
72,45,697,-3,98
89,66,1473,2,96
85,45,677,-3,43
15,54,994,-3,74
29,64,1376,-2,47
20,68,1567,0,85
86,54,976,1,45
35,49,817,0,64
12,55,1029,-1,69
48,64,1376,-3,53
87,56,1063,0,89
36,44,672,-1,95
71,43,627,1,59
40,68,1565,-1,89
49,67,1514,-2,74
36,58,1135,1,53
73,69,1600,1,68
86,47,754,-3,90
46,66,1474,2,81
30,57,1102,-3,73
65,68,1562,-1,88
77,68,1560,0,86
75,51,867,-1,30
70,52,912,1,60
85,59,1169,2,57
64,44,651,0,44
83,55,1024,1,78
10,40,545,1,39
87,54,971,-1,34
59,63,1337,0,65
38,64,1380,-2,62
55,58,1133,0,56
22,57,1101,1,61
28,60,1226,1,89
11,54,984,1,39
17,48,776,0,31
86,46,726,0,95
58,61,1263,2,90
10,57,1107,0,77
47,48,778,-1,49
89,40,535,-3,45
30,57,1091,2,33
17,56,1070,-1,82
44,45,693,-3,76
28,51,891,1,81
52,62,1291,-3,52
78,48,788,-2,94
79,51,886,0,89
10,67,1520,-3,79
85,46,713,2,56
46,60,1226,-2,98
56,63,1330,-1,43
13,51,885,-1,61
74,58,1129,0,52
65,69,1609,-1,92
24,45,684,0,37
40,60,1209,-3,45
38,68,1566,1,87
33,52,915,-3,57
10,62,1310,0,90
51,59,1177,0,69
68,49,819,-1,84
51,56,1071,0,98
72,50,844,1,59
24,65,1415,1,30
17,64,1392,1,87
88,45,676,1,37
45,65,1431,-2,88
64,64,1374,-3,56
79,44,658,-2,73
29,53,960,-1,85
35,69,1614,2,94
89,68,1540,2,30
31,40,552,2,65
27,46,732,-2,93
57,42,593,-2,39
27,68,1552,-2,45
33,50,862,2,98
38,49,828,-2,99
61,63,1336,0,64
87,68,1550,-2,63
81,40,555,-1,99
50,57,1107,-1,92
57,54,997,-1,98
11,67,1517,-1,66
46,51,891,1,88
76,64,1371,-2,49
40,48,780,-1,52
16,50,850,-2,57
25,47,749,-3,52
45,55,1032,0,89
63,52,908,-1,47
68,59,1174,-3,70
37,63,1335,1,51
49,68,1553,-1,57
46,67,1507,1,49
81,44,645,2,30
50,52,918,-1,72
56,62,1301,-1,82
37,55,1035,2,93
43,64,1373,-3,44
66,45,683,0,49
77,50,850,2,78
41,41,583,1,84
60,50,836,1,31
57,57,1095,2,57
44,59,1168,1,41
88,50,840,1,55
70,46,718,1,65
59,42,607,-3,84
59,48,780,-1,61
67,63,1340,1,77
32,50,844,-2,46
79,65,1414,0,50
89,64,1377,-2,72
67,45,687,2,62
52,61,1255,1,64
24,42,598,2,39
16,42,607,0,63
11,43,626,-2,34
84,41,579,-3,93
12,46,723,-1,60
48,56,1070,1,91
62,46,720,-2,70
39,45,697,2,79
60,60,1208,-2,49
39,41,567,2,35
25,48,789,-3,76
42,54,996,-3,91
89,45,687,-2,74
31,53,953,-3,65
89,56,1052,0,55
42,66,1474,-2,86
83,62,1299,0,86
18,41,589,-3,97
40,64,1387,-1,81
11,62,1311,1,92
80,49,800,0,32
24,46,735,0,98
88,61,1259,0,90
20,47,760,2,76
11,41,578,1,55
60,40,537,-1,35
88,40,553,-1,96
10,51,885,-1,58
66,60,1207,1,45
39,40,547,-1,57
60,51,877,2,53
40,51,877,2,43
20,55,1025,1,56
44,63,1349,0,95
30,45,695,-2,74
34,51,890,2,82
65,58,1131,-3,57
31,58,1138,-2,64
19,49,826,2,83
13,52,930,-2,94
17,41,571,-3,43
30,45,689,0,53
13,55,1029,-2,68
35,42,598,1,43
62,42,591,-2,37
40,54,989,0,68
43,50,855,0,81
50,66,1476,-1,92
39,44,669,-2,90
26,41,567,-2,33
39,47,751,2,58
19,42,608,-3,72
13,60,1210,0,34
36,53,945,0,39
41,46,729,0,86
61,45,678,0,32
21,64,1395,2,94
17,45,701,-1,87
70,46,717,0,62
68,57,1095,1,61
31,40,557,-2,86
67,40,553,-3,90
73,46,727,1,92
34,40,546,1,52
65,66,1475,-2,98
73,57,1101,1,83
12,55,1029,-2,69
67,64,1381,0,75
58,48,779,-1,56
13,52,913,-3,44
16,60,1211,-2,41
57,51,873,2,40
52,42,610,0,88
45,62,1290,-3,48
31,61,1265,2,85
19,61,1262,2,71
43,57,1109,0,96
58,61,1264,-1,96
89,51,880,1,74
55,55,1027,0,79
80,62,1288,-2,54
52,43,639,0,89
48,51,892,0,95
29,50,855,2,76
48,68,1566,2,92
68,49,822,-1,92
51,44,660,2,61
27,46,711,-2,31
76,63,1344,-1,95
28,56,1061,2,55
85,62,1301,1,92
83,53,953,2,82
58,42,598,0,53
32,44,653,1,34
72,51,878,-2,65
66,68,1551,0,56
47,47,754,0,72
15,42,598,2,34
33,64,1391,2,89
72,41,566,-3,49
61,45,691,-1,72
11,43,645,-1,90
27,47,763,-3,94
50,58,1125,-3,35
12,55,1029,0,67
52,67,1512,-1,69
10,41,590,0,93
15,46,734,0,93
33,45,702,-1,95
69,58,1126,-2,43
72,69,1606,2,83
79,58,1123,1,36
50,62,1300,-1,77
64,64,1367,0,30
50,64,1375,1,47
34,51,885,-3,70
78,49,799,-3,31
47,47,760,1,89
14,67,1520,1,77
83,42,600,0,68
69,68,1543,-1,35
28,45,701,0,89
42,65,1423,-2,64
51,61,1263,-2,91
72,58,1130,2,53
23,40,542,-2,36
66,59,1175,-3,73
35,50,839,-1,33
22,42,598,0,39
79,53,953,1,82
33,49,824,-2,86
39,47,762,1,93
20,49,808,-1,32
16,50,851,-2,60
81,69,1609,1,98
35,64,1388,2,79
19,56,1058,0,46
61,48,770,-3,34
84,46,725,2,90
11,62,1293,-1,40
48,57,1103,1,78
84,52,905,-1,47
40,48,783,1,59
67,50,838,2,40
25,51,882,-3,58
31,45,692,-3,66
15,51,878,-3,42
49,41,577,0,71
20,58,1146,2,79
19,56,1064,2,61
54,50,854,2,81
71,40,542,0,55
73,53,944,-3,56
30,47,748,-2,50
77,54,973,0,33
26,59,1189,2,94
30,48,793,-2,89
25,64,1377,-3,48
49,43,627,0,52
22,65,1428,-3,70
35,41,587,1,93
56,58,1125,-2,36
85,61,1254,-1,77
50,63,1346,2,86
73,49,813,0,66
77,46,712,-3,53
45,49,820,1,75
19,58,1146,-1,84
85,43,635,-2,91
54,64,1382,2,71
34,66,1476,0,86
49,67,1514,2,70
37,44,656,2,46
12,62,1294,2,40
80,53,947,-3,66
78,69,1594,-1,54
13,66,1469,-3,60
15,65,1439,1,96
89,56,1054,-1,64
75,50,853,1,87
53,56,1065,-2,83
71,41,576,0,75
14,69,1603,1,54
31,43,623,1,31
40,59,1168,1,39
67,41,561,-3,33
66,62,1292,-1,60
54,61,1247,-3,44
48,49,815,-2,64
52,53,957,0,83
37,63,1344,0,78
66,41,566,2,40
83,48,789,0,95
80,58,1125,0,43
44,55,1021,0,55
58,64,1385,-3,84
12,41,590,-2,97
45,52,910,-2,45
21,57,1099,0,55
24,43,634,1,61
85,64,1381,2,79
72,52,921,0,87
39,64,1382,-2,67
74,54,981,1,57
16,62,1306,1,79
67,58,1142,-3,91
28,55,1036,1,92
39,60,1220,-3,78
79,58,1132,0,65
80,47,742,2,46
78,62,1293,1,64
21,60,1221,2,68
60,63,1346,-1,94
29,41,588,-2,96
77,63,1331,-2,57
12,64,1383,2,57
38,41,583,2,80
81,69,1596,1,59
14,54,982,-3,39
39,40,552,-3,76
39,57,1092,0,42
67,53,957,-3,92
35,60,1224,-1,87
80,57,1086,2,38
34,41,585,2,85
41,54,983,-3,51
21,62,1307,-3,89
23,53,948,-1,45
20,49,826,-3,89
56,40,553,1,81
76,49,822,-3,98
69,63,1324,-2,32
75,62,1282,0,32
28,49,822,1,75
20,49,820,-2,70
44,66,1476,0,91
66,58,1130,-1,52
73,65,1410,1,32
16,61,1255,-3,53
57,64,1390,0,98
50,48,792,-1,92
49,67,1519,-2,90
64,62,1301,-3,89
19,52,918,2,57
49,54,996,-1,94
46,60,1214,-3,62
24,56,1060,0,53
32,41,571,0,46
70,64,1371,0,45
72,67,1497,-3,35
41,68,1546,0,30
18,41,580,-3,68
32,42,614,0,92
83,46,715,0,62
22,40,563,0,99
15,56,1057,-2,42
53,48,794,1,97
46,66,1460,0,42
68,64,1385,-3,89
27,59,1169,1,35
16,53,955,-3,66
73,48,771,2,36
82,58,1141,-2,93
42,59,1173,-1,57
37,67,1502,0,32
26,61,1266,1,87
36,61,1245,-2,31
17,43,632,-1,55
61,61,1255,0,67
48,66,1459,1,38
42,66,1457,0,31
52,53,941,0,34
80,57,1094,1,65
51,51,893,2,95
46,53,941,-2,33
21,52,912,-3,42
65,62,1295,1,67
53,60,1209,-2,51
65,40,551,-2,80
88,58,1143,1,99
13,45,689,0,46
56,60,1223,0,90
43,64,1380,0,61
73,59,1162,-1,35
59,51,877,0,53
22,68,1553,-3,47
48,47,751,-3,67
73,54,990,0,82
22,56,1056,0,41
11,48,796,0,88
59,41,579,-3,83
86,59,1172,0,69
24,50,854,2,70
11,65,1423,2,46
67,55,1017,2,52
23,45,688,0,47
70,56,1061,0,74
14,68,1569,-1,91
52,51,875,0,45
57,52,905,-2,35
46,62,1289,2,40
39,56,1065,2,73
71,54,982,-3,61
62,40,543,0,54
22,46,732,1,88
15,55,1036,-3,91
74,56,1058,0,67
64,55,1030,-1,93
20,44,671,1,83
88,60,1213,1,72
78,54,986,1,71
80,60,1217,1,82
79,40,542,1,58
71,47,758,0,92
71,67,1507,-3,63
72,50,841,0,51
83,57,1097,1,73
85,67,1499,-2,43
29,56,1057,1,45
12,62,1289,-3,32
83,49,814,-1,75
43,48,786,-3,74
42,53,952,0,65
85,51,872,0,50
45,65,1422,0,58
14,57,1112,-2,94
47,45,699,1,91
32,64,1378,-1,53
43,49,826,-2,97
71,51,887,-2,91
17,65,1418,2,33
79,65,1408,-1,33
42,59,1165,0,32
83,58,1130,-2,60
41,47,751,-2,62
84,60,1204,-2,49
68,56,1066,-1,90
21,40,551,-1,63
87,54,987,-3,82
77,53,941,0,44
27,68,1561,2,68
85,66,1460,-2,60
52,50,843,1,48
84,66,1468,-2,84
74,62,1284,-3,40
56,57,1095,1,57
21,68,1554,-1,47
43,64,1383,-2,72
39,40,550,0,65
10,48,788,-2,67
48,64,1375,2,47
88,50,833,2,31
18,58,1147,0,85
48,47,751,-3,67
79,57,1092,1,58
44,61,1246,-3,37
76,67,1519,0,98
82,64,1386,-1,97
65,69,1590,2,32
22,58,1143,-1,74
62,53,948,-2,62
43,40,545,-1,53
16,56,1060,-2,52
72,43,628,-2,65
77,67,1502,-3,50
69,51,870,-3,40
74,48,789,0,92
33,68,1558,2,61
82,57,1090,-3,57
64,68,1559,-3,81
46,56,1056,2,47
37,45,681,-3,37
31,46,712,-1,32
60,64,1390,-1,99
20,66,1471,0,64
36,59,1177,0,64
77,53,957,-2,95
27,64,1390,-1,85
50,55,1017,2,45
51,48,788,1,78
16,66,1475,-1,75
45,60,1208,-2,44
25,66,1470,-3,67
46,40,538,-3,36
73,57,1093,-3,62
22,56,1058,-1,48
70,55,1014,-3,47
24,67,1510,1,50
49,46,721,0,66
42,43,635,-3,77
17,53,966,1,94
23,51,893,-2,90
58,49,812,1,56
33,52,926,0,86
12,63,1354,2,95
79,41,580,-3,94
17,58,1132,0,39
74,50,839,1,47
36,66,1474,1,79
77,58,1132,1,62
80,55,1008,-2,34
14,63,1338,-2,52
76,55,1010,-2,37
19,50,848,2,50
72,59,1173,0,66
48,62,1307,-2,99
61,49,804,1,34
50,62,1303,2,84
79,45,678,-2,44
63,50,838,0,40
59,67,1516,-1,84
61,41,576,-1,73
34,61,1251,-3,48
45,46,720,1,61
18,59,1187,-2,88
37,60,1224,2,84
20,56,1058,2,43
23,56,1075,0,99
30,63,1349,0,90
46,53,946,0,47
26,67,1523,-3,92
40,65,1434,1,93
33,41,571,2,43
32,43,638,1,76
42,65,1423,-2,62
21,64,1372,-3,31
25,64,1388,-2,80
88,50,833,0,33
48,54,990,-1,74
62,60,1216,1,72
57,41,577,-2,75
34,57,1101,1,68
27,42,613,0,85
83,42,606,-1,87
44,46,717,-3,56
82,44,664,-1,89
79,69,1600,-3,74
46,41,578,-1,72
75,41,574,-1,72
20,49,815,-2,54
62,48,791,0,94
16,43,629,1,42
63,48,784,-1,74
74,54,980,1,54
36,65,1423,0,58
67,55,1030,2,90
75,54,994,-1,96
70,50,834,0,31
12,43,629,-3,45
21,57,1097,-1,50
25,49,813,1,46
79,40,546,-3,72
72,44,653,-2,54
43,57,1109,0,94
74,64,1385,-1,91
63,67,1509,1,61
81,69,1599,-3,70
78,68,1553,0,67
75,65,1409,-1,34
64,64,1389,2,95
19,48,793,2,80
26,67,1513,0,59
32,40,543,2,41
44,68,1548,-2,39
60,53,940,-3,37
75,40,539,2,46
10,53,966,-3,95
83,49,816,-2,81
85,65,1421,0,71
19,49,827,2,86
76,51,889,-1,98
23,53,964,-2,95
32,56,1065,-3,74
75,58,1128,0,51
15,63,1335,2,39
16,66,1462,-1,37
65,57,1107,2,97
79,61,1240,-3,33
46,52,905,-3,31
67,41,571,1,58
54,41,580,-3,85
56,43,635,1,76
85,53,958,2,98
56,59,1176,-1,70
81,46,718,2,67
44,66,1459,2,37
52,40,557,2,89
79,68,1553,-3,70
10,46,733,-1,89
10,54,982,0,35
66,68,1552,-1,58
74,40,541,-1,53
30,47,743,0,32
44,47,749,0,55
72,69,1592,-2,45
79,51,880,-1,73
39,47,756,2,72
83,47,745,-1,61
81,52,903,-2,40
76,45,691,0,79
79,60,1214,2,71
32,63,1347,1,83
83,43,624,2,54
29,56,1060,-3,59
52,61,1262,-2,89
10,50,850,2,53
20,43,630,-1,51
43,43,630,0,58
72,60,1215,0,74
63,54,996,2,94
87,45,691,0,82
89,63,1326,-1,45
12,55,1028,-2,65
47,45,678,-2,31
12,63,1343,-1,67
20,47,755,1,63
47,69,1606,1,75
49,44,665,1,77
46,58,1144,2,84
73,48,773,0,45
89,65,1420,2,68
72,49,802,0,33
86,65,1412,-1,47
17,43,631,-2,54
26,44,655,2,37
52,63,1337,1,62
25,65,1433,-1,85
88,44,652,-2,56
64,55,1032,-3,99
32,61,1261,-2,78
13,62,1299,1,58
21,69,1612,2,82
13,54,988,-1,55
73,49,809,-3,57
68,46,724,1,82
81,42,598,2,60
80,41,582,-3,99
68,54,985,2,64
82,46,713,-2,57
61,55,1025,1,74
64,52,916,0,70
68,59,1172,-3,66
39,64,1388,0,85
70,61,1263,2,93
75,53,947,2,60
62,46,721,-1,74
54,58,1138,-2,73
49,55,1021,2,55
70,40,550,0,77
15,61,1251,-3,42
57,40,542,-2,51
85,45,687,2,67
63,42,596,-2,50
38,64,1389,0,85
88,51,874,1,54
31,47,762,0,89
58,58,1138,-2,74
56,66,1469,2,72
68,49,817,0,78
46,47,745,-3,46
24,52,909,-3,37
25,45,685,2,37
55,61,1245,2,34
48,46,714,2,43
61,56,1051,-2,42
60,40,546,-3,65
87,42,595,1,54
55,55,1026,-3,79
68,54,981,-3,58
10,63,1343,-3,68
84,63,1343,-1,95
57,57,1104,-2,88
41,49,816,-3,65
57,56,1050,2,35
44,66,1476,2,89
26,43,637,-2,73
33,49,814,-3,57
74,54,986,2,71
58,42,609,2,83
86,51,886,1,89
20,62,1293,-1,44
49,46,717,-3,58
22,59,1174,-2,53
36,49,824,-1,86
59,63,1343,1,82
11,50,846,-1,43
39,58,1135,2,55
38,55,1027,-1,73
76,54,975,-3,42
21,69,1594,-1,30
58,60,1220,2,81
24,52,918,-2,63
65,53,958,-1,91
26,48,785,-2,62
33,46,732,0,94
51,47,757,2,81
26,69,1601,1,50
51,44,652,-2,43
25,60,1223,-1,81
33,59,1186,-3,93
17,53,965,0,92
57,55,1032,-2,95
15,50,845,2,38
53,53,953,1,70
23,45,690,-1,56
54,46,724,1,76
46,59,1181,1,80
35,57,1095,-2,51
68,62,1284,0,35
84,65,1430,1,97
82,49,799,-1,30
30,67,1526,1,99
77,60,1212,0,67
76,56,1062,2,78
19,52,913,0,44
10,49,819,-3,63
74,63,1328,2,44
83,53,952,-3,83
56,55,1018,1,51
66,45,688,-3,67
15,56,1058,-3,46
21,56,1074,1,94
75,68,1550,-1,57
73,66,1471,0,86
38,52,920,2,68
24,64,1375,0,40
37,52,922,0,76
49,57,1106,2,87
63,59,1172,-1,60
52,46,711,-3,42
58,61,1248,-2,48
79,49,823,1,98
16,57,1106,-3,78
44,52,906,-2,34
60,47,758,-1,90
60,55,1013,1,38
86,56,1057,-2,72
85,44,657,-3,72
75,53,942,-3,49
54,51,890,-1,91
12,68,1551,0,33
11,46,727,-2,71
41,48,777,2,40
29,59,1175,-1,57
13,59,1184,2,73
66,57,1092,2,50
46,59,1168,1,41
46,40,550,-2,70
54,46,711,-3,42
55,51,892,-3,99
21,47,765,1,93
11,61,1260,-3,66
61,66,1460,1,46
57,47,755,2,76
10,61,1258,2,56
18,61,1251,-3,42
64,56,1050,0,39
72,67,1510,-2,71
54,55,1016,1,44
81,56,1053,0,56
89,49,811,-3,70
56,53,944,-2,48
28,63,1347,2,82
33,64,1389,-2,85
19,41,581,0,69
72,60,1201,0,31
19,65,1429,-3,73
48,64,1381,1,64
65,59,1171,2,57
82,56,1052,-1,53
85,54,986,0,77
72,68,1542,0,32
80,49,817,-1,82
83,62,1302,-1,96
47,63,1336,-1,58
20,55,1019,1,38
83,55,1023,-3,79
17,49,821,-3,73
74,48,779,1,61
82,50,850,-1,83
82,40,543,0,62
29,51,888,2,73
64,65,1429,-3,92
50,43,633,0,71
84,49,820,-3,97
16,55,1017,-1,33
42,47,760,-1,89
55,55,1011,-2,31
27,52,915,0,53
88,50,842,-3,63
72,56,1054,0,56
48,67,1507,1,51
24,45,698,1,78
89,47,740,0,46
84,62,1293,2,66
88,45,683,-3,62
24,51,896,0,96
