"1042","Insectiphile",NULL,"Strictly, a substance intended to kill members of the class Insecta.  In common usage, any substance used for preventing, destroying, repelling or controlling insects."
"1043","insulin-sparing","An agent, that in the presence of insulin, reduces the dose of insulin required to achieve a given level of glycemic control.
",NULL
"1044","insulinase inhibitor",NULL,"A compound or agent that combines with an enzyme in such a manner as to prevent the normal substrate-enzyme combination and the catalytic reaction."
"1045","insulinic",NULL,NULL
"1046","insulinogenic","An agent that promotes the production and release of insulin by the islets of Langerhans in the pancreas.
",NULL
"1047","insulinotonic",NULL,NULL
"1048","interferon-synergist",NULL,NULL
"1049","interferonogenic","An agent that stimulates the production and release of interferons, cytokine signaling proteins released by a host cell in response to the presence of pathogens, used by the organism for inter-cellular communication to trigger defence mechanisms of the immune system.
",NULL
"1050","interleukin-1-alpha inhibitor",NULL,"A substance that diminishes the rate of a chemical reaction."
"1051","interleukin-6 inhibitor",NULL,"A substance that diminishes the rate of a chemical reaction."
"1052","interleukin-6-mRNA inhibitor",NULL,"A substance that diminishes the rate of a chemical reaction."
"1053","intoxicant",NULL,"A role played by the molecular entity or part thereof which causes the development of a pathological process."
"1054","iodothyronine-deiodinase inhibitor",NULL,"A compound or agent that combines with an enzyme in such a manner as to prevent the normal substrate-enzyme combination and the catalytic reaction."
"1055","irritant","An agent that causes slight inflammation or other discomfort to the body.
",NULL
"1056","isoptericide",NULL,NULL
"1057","JNK inhibitor",NULL,"A compound or agent that combines with an enzyme in such a manner as to prevent the normal substrate-enzyme combination and the catalytic reaction."
"1058","juvabional","Pertaining to the activity of juvenile hormones, a group of acyclic sesquiterpenoids that regulate many aspects of insect physiology, such as development, reproduction, diapause, and polyphenisms. Juvenile hormones ensure growth of the larva, while preventing metamorphosis.
",NULL
"1059","keratitigenic",NULL,NULL
"1060","keratolytic","An agent that removes warts and other lesions in which the epidermis produces excess skin.
",NULL
"1061","lachrymatory","An agent that causes secretion of tears (lachrymation).
",NULL
"1062","lactagogue","An agent that promotes the flow of milk.
",NULL
"1063","larvicide","An insecticide that is specifically targeted against the larval life stage of an insect. 
",NULL
"1064","larvistat","An agent that inhibits development of larvae, for exmaple to reduce a mosquito population.
",NULL
"1065","laxative",NULL,"An agent that produces a soft formed stool, and relaxes and loosens the bowels, typically used over a protracted period, to relieve constipation. Compare with cathartic, which is a substance that accelerates defecation. A substances can be both a laxative and a cathartic."
"1066","LDL lytic","An agent that stimulates breakdown of LDL, or 'bad cholesterol'.
",NULL
"1067","leptingenic","An agent that stimulates synthesis of leptin, a hormone that regulates energy balance by inhibiting hunger.
",NULL
"1068","leucocyte depressant","An agent that lowers the activity of leukocytes, white blood cells involved in counteracting foreign substances and disease.
",NULL
"1069","leucocytogenic","An agent that stimulates formation of leucocytes.
",NULL
"1070","leukotriene inhibitor",NULL,"A substance that diminishes the rate of a chemical reaction."
"1071","libidolytic",NULL,NULL
"1072","lipase inducer","An agent that stimulates the activity of lipase, and enzyme that catalyzes the hydrolysis of fats (lipids).
",NULL
"1073","lipase inhibitor",NULL,"A compound or agent that combines with an enzyme in such a manner as to prevent the normal substrate-enzyme combination and the catalytic reaction."
"1074","lipolytic","An agent that stimulates hydrolysis of fats into fatty acids and glycerol.
",NULL
"1075","lipotropic","A compound that helps break down and metabolize fat in the body.
",NULL
"1076","lipoxygenase-1 inhibitor",NULL,"A compound or agent that combines with lipoxygenase and thereby prevents its substrate-enzyme combination with arachidonic acid and the formation of the icosanoid products hydroxyicosatetraenoic acid and various leukotrienes."
"1077","lipoxygenase inhibitor",NULL,"A compound or agent that combines with lipoxygenase and thereby prevents its substrate-enzyme combination with arachidonic acid and the formation of the icosanoid products hydroxyicosatetraenoic acid and various leukotrienes."
"1078","lithogenic","An agent that promotes the the formation of calculi.
",NULL
"1079","litholytic","An agent that dissolves calculi.
",NULL
"1080","lubricant","An agent, or substance, such as oil or grease, used for minimizing friction.
",NULL
"1081","lupus generating",NULL,"A role played by the molecular entity or part thereof which causes the development of a pathological process."
"1082","lyase inhibitor",NULL,"A compound or agent that combines with an enzyme in such a manner as to prevent the normal substrate-enzyme combination and the catalytic reaction."
"1083","lymphocytogenic","An agent that stimulates production of lymphocytes, or malignant lymphocytes.
",NULL
"1084","lymphokinetic","Pertaining to central movement, or flow, of lymph. The flow of lymph is refered to as lymphokinesis.
",NULL
"1085","lypolytic",NULL,NULL
"1086","maltase-promoter","A promoter that initiates transcription of the maltase gene. Maltase catalyzes the hydrolysis of maltose to the simple sugar glucose. This enzyme is found in plants, bacteria, and yeast.
",NULL
"1087","monoamine-oxidase-A inhibitor",NULL,"A compound or agent that combines with an enzyme in such a manner as to prevent the normal substrate-enzyme combination and the catalytic reaction."
"1088","monoamine-oxidase-B inhibitor",NULL,"A compound or agent that combines with an enzyme in such a manner as to prevent the normal substrate-enzyme combination and the catalytic reaction."
"1089","monoamine-oxidase inhibitor",NULL,"A compound or agent that combines with an enzyme in such a manner as to prevent the normal substrate-enzyme combination and the catalytic reaction."
"1090","mitogen-activated-protein-kinase inhibitor",NULL,"A compound or agent that combines with an enzyme in such a manner as to prevent the normal substrate-enzyme combination and the catalytic reaction."
"1091","mast-cell stabilizer","An agent, such as a cromone medication, used to prevent or control certain allergic disorders. They block a calcium channel essential for mast cell degranulation,stabilizing the cell and thereby preventing the release of histamine and related mediators.
",NULL
"1092","mastogenic","The natural swelling and growth of breast tissues.
",NULL
"1093","multidrug resistance inhibitor",NULL,"A substance that diminishes the rate of a chemical reaction."
"1094","melaninogenic","An agent that stimulates production of melanin, which determines skin and hair color and is naturally  present in the skin to varying degrees.
",NULL
"1095","melatoninogenic","An agent that stimulates production of melatonin, a hormone that anticipates the daily onset of darkness.
",NULL
