index,Provider ID,Hospital Name,Address,City,State,ZIP Code,County Name,Phone Number,Hospital Type,Hospital Ownership,Emergency Services,Meets criteria for meaningful use of EHRs,Hospital overall rating,Hospital overall rating footnote,Mortality national comparison,Mortality national comparison footnote,Safety of care national comparison,Safety of care national comparison footnote,Readmission national comparison,Readmission national comparison footnote,Patient experience national comparison,Patient experience national comparison footnote,Effectiveness of care national comparison,Effectiveness of care national comparison footnote,Timeliness of care national comparison,Timeliness of care national comparison footnote,Efficient use of medical imaging national comparison,Efficient use of medical imaging national comparison footnote,Location
1826,191307,DEQUINCY MEMORIAL HOSPITAL,110 WEST 4TH STREET,DEQUINCY,LA,70633,CALCASIEU,3377861200,Critical Access Hospitals,Proprietary,True,,,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,"110 WEST 4TH STREET
DEQUINCY, LA 70633
(30.451803, -93.437191)"
1827,180004,OWENSBORO HEALTH MUHLENBERG COMMUNITY HOSPITAL,440 HOPKINSVILLE STREET,GREENVILLE,KY,42345,MUHLENBERG,2703388000,Acute Care Hospitals,Voluntary non-profit - Private,True,,3.0,,Same as the National average,,Same as the National average,,Same as the National average,,Same as the National average,,Below the National average,,Same as the National average,,Same as the National average,,"440 HOPKINSVILLE STREET
GREENVILLE, KY 42345
(37.197062, -87.188917)"
1828,140012,KATHERINE SHAW BETHEA HOSPITAL,403 E 1ST ST,DIXON,IL,61021,LEE,8152885531,Acute Care Hospitals,Voluntary non-profit - Private,True,,3.0,,Same as the National average,,Same as the National average,,Above the National average,,Same as the National average,,Same as the National average,,Above the National average,,Same as the National average,,"403 E 1ST ST
DIXON, IL 61021
(41.84423, -89.480131)"
1829,111326,SGMC LANIER CAMPUS,116 WEST THIGPEN AVENUE,LAKELAND,GA,31635,LANIER,2294828402,Critical Access Hospitals,Government - Hospital District or Authority,True,,,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Same as the National average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"116 WEST THIGPEN AVENUE
LAKELAND, GA 31635
(31.041591, -83.086454)"
1830,140186,RIVERSIDE MEDICAL CENTER,350 N WALL ST,KANKAKEE,IL,60901,KANKAKEE,8159331671,Acute Care Hospitals,Voluntary non-profit - Private,True,,5.0,,Above the National average,,Above the National average,,Above the National average,,Above the National average,,Above the National average,,Same as the National average,,Above the National average,,"350 N WALL ST
KANKAKEE, IL 60901
(41.124148, -87.882651)"
1831,191318,RIVERLAND MEDICAL CENTER,1700  WALLACE BLVD,FERRIDAY,LA,71334,CONCORDIA,3187576551,Critical Access Hospitals,Government - Hospital District or Authority,True,,,There are too few measures or measure groups reported to calculate a star rating or measure group score,Same as the National average,,Not Available,Results are not available for this reporting period,Below the National average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"1700 WALLACE BLVD
FERRIDAY, LA 71334
(31.645787, -91.554221)"
1832,140130,NORTHWESTERN LAKE FOREST HOSPITAL,660 N WESTMORELAND ROAD,LAKE FOREST,IL,60045,LAKE,8472345600,Acute Care Hospitals,Voluntary non-profit - Other,True,,3.0,,Above the National average,,Same as the National average,,Same as the National average,,Same as the National average,,Same as the National average,,Same as the National average,,Below the National average,,"660 N WESTMORELAND ROAD
LAKE FOREST, IL 60045
(42.252748, -87.862974)"
1833,180029,HAZARD ARH REGIONAL MEDICAL CENTER,100 MEDICAL CENTER DRIVE,HAZARD,KY,41701,PERRY,6064396600,Acute Care Hospitals,Voluntary non-profit - Private,True,,2.0,,Same as the National average,,Above the National average,,Below the National average,,Below the National average,,Same as the National average,,Same as the National average,,Same as the National average,,"100 MEDICAL CENTER DRIVE
HAZARD, KY 41701
(37.279027, -83.227413)"
1834,171383,WILLIAM NEWTON HOSPITAL,1300 EAST FIFTH AVENUE,WINFIELD,KS,67156,COWLEY,6202212300,Critical Access Hospitals,Government - Local,True,,4.0,,Same as the National average,,Not Available,Results are not available for this reporting period,Above the National average,,Above the National average,,Same as the National average,,Above the National average,,Below the National average,,"1300 EAST FIFTH AVENUE
WINFIELD, KS 67156
(37.244658, -96.981972)"
1835,161345,OSCEOLA COMMUNITY HOSPITAL,600 9TH AVENUE NORTH,SIBLEY,IA,51249,OSCEOLA,7127542574,Critical Access Hospitals,Voluntary non-profit - Private,True,,4.0,,Same as the National average,,Not Available,Results are not available for this reporting period,Same as the National average,,Above the National average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"600 9TH AVENUE NORTH
SIBLEY, IA 51249
(43.41008, -95.741727)"
1836,170013,HAYS MEDICAL CENTER,2220 CANTERBURY DRIVE,HAYS,KS,67601,ELLIS,7856235000,Acute Care Hospitals,Voluntary non-profit - Other,True,,3.0,,Same as the National average,,Below the National average,,Above the National average,,Above the National average,,Same as the National average,,Above the National average,,Below the National average,,"2220 CANTERBURY DRIVE
HAYS, KS 67601
(38.879604, -99.299273)"
1837,110095,TIFT REGIONAL MEDICAL CENTER,901 E 18TH STREET,TIFTON,GA,31793,TIFT,2293827120,Acute Care Hospitals,Government - Hospital District or Authority,True,,3.0,,Same as the National average,,Same as the National average,,Below the National average,,Same as the National average,,Above the National average,,Below the National average,,Above the National average,,"901 E 18TH STREET
TIFTON, GA 31793
(31.470265, -83.489613)"
1838,120006,CASTLE MEDICAL CENTER,640 ULUKAHIKI ST,KAILUA,HI,96734,HONOLULU,8082635500,Acute Care Hospitals,Voluntary non-profit - Church,True,,3.0,,Same as the National average,,Same as the National average,,Same as the National average,,Above the National average,,Above the National average,,Same as the National average,,Same as the National average,,"640 ULUKAHIKI ST
KAILUA, HI 96734
(21.381502, -157.757229)"
1839,221302,FAIRVIEW HOSPITAL,29 LEWIS AVENUE,GREAT BARRINGTON,MA,1230,BERKSHIRE,4135280790,Critical Access Hospitals,Voluntary non-profit - Private,True,,4.0,,Same as the National average,,Not Available,Results are not available for this reporting period,Same as the National average,,Above the National average,,Not Available,Results are not available for this reporting period,Same as the National average,,Same as the National average,,"29 LEWIS AVENUE
GREAT BARRINGTON, MA 01230
(42.191842, -73.374055)"
1840,160082,IOWA METHODIST MEDICAL CENTER,1200 PLEASANT STREET,DES MOINES,IA,50309,POLK,5152416212,Acute Care Hospitals,Voluntary non-profit - Private,True,,3.0,,Below the National average,,Same as the National average,,Above the National average,,Above the National average,,Below the National average,,Same as the National average,,Same as the National average,,"1200 PLEASANT STREET
DES MOINES, IA 50309
(41.590777, -93.633131)"
1841,180046,BOURBON COMMUNITY HOSPITAL,9 LINVILLE DRIVE,PARIS,KY,40361,BOURBON,8599873600,Acute Care Hospitals,Proprietary,True,,3.0,,Same as the National average,,Same as the National average,,Same as the National average,,Same as the National average,,Same as the National average,,Above the National average,,Not Available,Results are not available for this reporting period,"9 LINVILLE DRIVE
PARIS, KY 40361
(38.220655, -84.238896)"
1842,180048,EPHRAIM MCDOWELL REGIONAL MEDICAL CENTER,217 SOUTH THIRD STREET,DANVILLE,KY,40422,BOYLE,8592392409,Acute Care Hospitals,Voluntary non-profit - Private,True,,2.0,,Same as the National average,,Same as the National average,,Below the National average,,Same as the National average,,Same as the National average,,Same as the National average,,Below the National average,,"217 SOUTH THIRD STREET
DANVILLE, KY 40422
(37.643851, -84.772636)"
1843,160057,GREAT RIVER MEDICAL CENTER,1221 SOUTH GEAR AVENUE,WEST BURLINGTON,IA,52655,DES MOINES,3197681000,Acute Care Hospitals,Voluntary non-profit - Private,True,,2.0,,Same as the National average,,Same as the National average,,Below the National average,,Below the National average,,Same as the National average,,Above the National average,,Below the National average,,"1221 SOUTH GEAR AVENUE
WEST BURLINGTON, IA 52655
(40.810201, -91.170231)"
1844,170020,HUTCHINSON REGIONAL MEDICAL CENTER INC,1701 E 23RD AVENUE,HUTCHINSON,KS,67502,RENO,6206652001,Acute Care Hospitals,Proprietary,True,,2.0,,Below the National average,,Same as the National average,,Above the National average,,Below the National average,,Same as the National average,,Same as the National average,,Same as the National average,,"1701 E 23RD AVENUE
HUTCHINSON, KS 67502
(38.079485, -97.892275)"
1845,171314,FW HUSTON MEDICAL CENTER,408 DELAWARE STREET,WINCHESTER,KS,66097,JEFFERSON,9137744340,Critical Access Hospitals,Voluntary non-profit - Private,True,,,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"408 DELAWARE STREET
WINCHESTER, KS 66097
(39.325221, -95.269901)"
1846,141300,THOMAS H BOYD MEMORIAL HOSPITAL,800 SCHOOL ST,CARROLLTON,IL,62016,GREENE,2179426946,Critical Access Hospitals,Voluntary non-profit - Private,False,,,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Same as the National average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"800 SCHOOL ST
CARROLLTON, IL 62016
(39.29617, -90.412303)"
1847,181304,TRIGG COUNTY HOSPITAL,254 MAIN STREET,CADIZ,KY,42211,TRIGG,2705223215,Critical Access Hospitals,Government - Local,True,,3.0,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Same as the National average,,Not Available,Results are not available for this reporting period,Same as the National average,,Same as the National average,,Not Available,Results are not available for this reporting period,"254 MAIN STREET
CADIZ, KY 42211
(36.867247, -87.821288)"
1848,171322,HAMILTON COUNTY HOSPITAL,700 NORTH HUSER,SYRACUSE,KS,67878,HAMILTON,6203847461,Critical Access Hospitals,Government - Local,True,,,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"700 NORTH HUSER
SYRACUSE, KS 67878
(37.984583, -101.741618)"
1849,190060,LAKE CHARLES MEMORIAL HOSPITAL,1701 OAK PARK BLVD,LAKE CHARLES,LA,70601,CALCASIEU,3374943000,Acute Care Hospitals,Voluntary non-profit - Private,True,,3.0,,Below the National average,,Above the National average,,Same as the National average,,Same as the National average,,Below the National average,,Same as the National average,,Below the National average,,"1701 OAK PARK BLVD
LAKE CHARLES, LA 70601
(30.203461, -93.197295)"
